NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	1
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:37:33
DATA_INCLUDED	Angular Velocity
DATA_TYPES	KL_Angular_Velocity

Frame	Time	KL_Angular_Velocity	
204	2.03000	-62.995
205	2.04000	-65.184
206	2.05000	-65.320
207	2.06000	-63.986
208	2.07000	-61.696
209	2.08000	-59.115
210	2.09000	-56.239
211	2.10000	-52.484
212	2.11000	-47.045
213	2.12000	-39.644
214	2.13000	-30.541
215	2.14000	-20.328
216	2.15000	-9.874
217	2.16000	-0.187
218	2.17000	7.633
219	2.18000	12.751
220	2.19000	14.967
221	2.20000	14.583
222	2.21000	12.179
223	2.22000	8.219
224	2.23000	3.319
225	2.24000	-1.583
226	2.25000	-5.547
227	2.26000	-7.929
228	2.27000	-8.922
229	2.28000	-9.378
230	2.29000	-9.826
231	2.30000	-10.665
232	2.31000	-12.062
233	2.32000	-13.686
234	2.33000	-15.215
235	2.34000	-16.343
236	2.35000	-16.857
237	2.36000	-16.807
238	2.37000	-16.600
239	2.38000	-16.631
240	2.39000	-16.920
241	2.40000	-17.650
242	2.41000	-18.655
243	2.42000	-19.098
244	2.43000	-19.115
245	2.44000	-19.535
246	2.45000	-20.684
247	2.46000	-22.773
248	2.47000	-25.888
249	2.48000	-29.831
250	2.49000	-34.488
251	2.50000	-39.779
252	2.51000	-44.803
253	2.52000	-49.145
254	2.53000	-52.948
255	2.54000	-55.651
256	2.55000	-56.835
257	2.56000	-56.635
258	2.57000	-55.216
259	2.58000	-53.107
260	2.59000	-51.151
261	2.60000	-49.689
262	2.61000	-48.844
263	2.62000	-48.820
264	2.63000	-48.738
265	2.64000	-47.853
266	2.65000	-46.089
267	2.66000	-43.234
268	2.67000	-39.723
269	2.68000	-36.580
270	2.69000	-34.450
271	2.70000	-33.451
272	2.71000	-33.463
273	2.72000	-33.803
274	2.73000	-33.785
275	2.74000	-33.134
276	2.75000	-31.432
277	2.76000	-28.689
278	2.77000	-25.711
279	2.78000	-23.554
280	2.79000	-22.554
281	2.80000	-22.400
282	2.81000	-22.607
283	2.82000	-22.971
284	2.83000	-23.776
285	2.84000	-24.991
286	2.85000	-26.690
287	2.86000	-28.899
288	2.87000	-31.361
289	2.88000	-33.862
290	2.89000	-35.999
291	2.90000	-37.198
292	2.91000	-37.289
293	2.92000	-36.924
294	2.93000	-37.273
295	2.94000	-38.974
296	2.95000	-41.714
297	2.96000	-44.954
298	2.97000	-47.397
299	2.98000	-48.409
300	2.99000	-48.796
301	3.00000	-49.135
302	3.01000	-50.239
303	3.02000	-52.627
304	3.03000	-56.430
305	3.04000	-61.710
306	3.05000	-66.986
307	3.06000	-70.956
308	3.07000	-73.081
309	3.08000	-73.467
310	3.09000	-73.279
311	3.10000	-73.252
312	3.11000	-74.059
313	3.12000	-76.167
314	3.13000	-79.290
315	3.14000	-83.343
316	3.15000	-87.301
317	3.16000	-90.246
318	3.17000	-92.400
319	3.18000	-93.265
320	3.19000	-93.285
321	3.20000	-92.864
322	3.21000	-92.156
323	3.22000	-91.611
324	3.23000	-91.017
325	3.24000	-90.410
326	3.25000	-89.381
327	3.26000	-87.700
328	3.27000	-85.734
329	3.28000	-83.570
330	3.29000	-81.756
331	3.30000	-80.315
332	3.31000	-79.103
333	3.32000	-77.984
334	3.33000	-76.668
335	3.34000	-75.071
336	3.35000	-73.082
337	3.36000	-70.921
338	3.37000	-68.734
339	3.38000	-66.606
340	3.39000	-64.754
341	3.40000	-63.249
342	3.41000	-62.126
343	3.42000	-61.154
344	3.43000	-60.232
345	3.44000	-59.374
346	3.45000	-58.435
347	3.46000	-57.352
348	3.47000	-55.951
349	3.48000	-54.289
350	3.49000	-52.476
351	3.50000	-50.592
352	3.51000	-48.854
353	3.52000	-47.072
354	3.53000	-44.721
355	3.54000	-42.765
356	3.55000	-41.816
357	3.56000	-41.008
358	3.57000	-39.944
359	3.58000	-38.521
360	3.59000	-36.975
361	3.60000	-35.216
362	3.61000	-33.110
363	3.62000	-30.637
364	3.63000	-27.711
365	3.64000	-25.644
366	3.65000	-24.772
367	3.66000	-24.187
368	3.67000	-23.785
369	3.68000	-23.670
370	3.69000	-24.059
371	3.70000	-24.495
372	3.71000	-24.888
373	3.72000	-25.521
374	3.73000	-25.963
375	3.74000	-26.205
376	3.75000	-26.602
377	3.76000	-27.148
378	3.77000	-27.867
379	3.78000	-29.037
380	3.79000	-30.671
381	3.80000	-32.490
382	3.81000	-34.431
383	3.82000	-36.340
384	3.83000	-37.766
385	3.84000	-38.636
386	3.85000	-38.956
387	3.86000	-38.695
388	3.87000	-38.053
389	3.88000	-37.297
390	3.89000	-36.540
391	3.90000	-35.822
392	3.91000	-35.140
393	3.92000	-34.374
394	3.93000	-33.568
395	3.94000	-32.639
396	3.95000	-31.642
397	3.96000	-30.273
398	3.97000	-28.191
399	3.98000	-25.825
400	3.99000	-23.385
401	4.00000	-20.921
402	4.01000	-18.361
403	4.02000	-15.635
404	4.03000	-12.867
405	4.04000	-10.194
406	4.05000	-7.782
407	4.06000	-5.401
408	4.07000	-3.035
409	4.08000	-1.028
410	4.09000	0.655
411	4.10000	2.185
412	4.11000	3.621
413	4.12000	4.948
414	4.13000	5.748
415	4.14000	5.822
416	4.15000	5.476
417	4.16000	4.997
418	4.17000	4.667
419	4.18000	4.491
420	4.19000	4.486
421	4.20000	4.579
422	4.21000	4.303
423	4.22000	3.415
424	4.23000	1.731
425	4.24000	-0.220
426	4.25000	-1.984
427	4.26000	-3.473
428	4.27000	-4.449
429	4.28000	-5.076
430	4.29000	-5.361
431	4.30000	-5.478
432	4.31000	-5.724
433	4.32000	-6.058
434	4.33000	-6.489
435	4.34000	-7.026
436	4.35000	-7.586
437	4.36000	-8.056
438	4.37000	-8.287
439	4.38000	-8.226
440	4.39000	-7.876
441	4.40000	-7.184
442	4.41000	-6.121
443	4.42000	-4.881
444	4.43000	-3.995
445	4.44000	-3.110
446	4.45000	-2.286
447	4.46000	-1.945
448	4.47000	-1.649
449	4.48000	-1.347
450	4.49000	-1.081
451	4.50000	-0.624
452	4.51000	0.086
453	4.52000	0.746
454	4.53000	1.238
455	4.54000	1.935
456	4.55000	2.371
457	4.56000	2.380
458	4.57000	2.457
459	4.58000	2.482
460	4.59000	2.426
461	4.60000	2.239
462	4.61000	1.956
463	4.62000	1.479
464	4.63000	0.870
465	4.64000	0.381
466	4.65000	0.063
467	4.66000	-0.095
468	4.67000	-0.032
469	4.68000	0.303
470	4.69000	0.705
471	4.70000	1.014
472	4.71000	1.190
473	4.72000	1.250
474	4.73000	1.274
475	4.74000	1.343
476	4.75000	1.453
477	4.76000	1.629
478	4.77000	1.953
479	4.78000	2.306
480	4.79000	2.647
481	4.80000	2.975
482	4.81000	3.093
483	4.82000	3.188
484	4.83000	3.343
485	4.84000	3.365
486	4.85000	3.442
487	4.86000	3.614
488	4.87000	3.773
489	4.88000	3.840
490	4.89000	3.855
491	4.90000	3.741
492	4.91000	3.416
493	4.92000	3.044
494	4.93000	2.589
495	4.94000	2.080
496	4.95000	1.788
497	4.96000	1.482
498	4.97000	1.027
499	4.98000	0.437
500	4.99000	-0.370
501	5.00000	-1.339
502	5.01000	-2.397
503	5.02000	-3.533
504	5.03000	-4.643
505	5.04000	-5.518
506	5.05000	-6.091
507	5.06000	-6.603
508	5.07000	-6.757
509	5.08000	-6.535
510	5.09000	-6.768
511	5.10000	-6.820
512	5.11000	-6.468
513	5.12000	-6.283
514	5.13000	-5.948
515	5.14000	-5.346
516	5.15000	-4.399
517	5.16000	-3.031
518	5.17000	-1.285
519	5.18000	0.498
520	5.19000	2.161
521	5.20000	4.859
522	5.21000	8.360
523	5.22000	11.717
524	5.23000	15.379
525	5.24000	19.194
526	5.25000	22.463
527	5.26000	24.639
528	5.27000	25.072
529	5.28000	23.674
530	5.29000	21.213
531	5.30000	18.529
532	5.31000	15.933
533	5.32000	13.661
534	5.33000	12.383
535	5.34000	12.077
536	5.35000	12.460
537	5.36000	13.175
538	5.37000	13.562
539	5.38000	13.383
540	5.39000	12.853
541	5.40000	12.554
542	5.41000	12.613
543	5.42000	13.141
544	5.43000	14.312
545	5.44000	15.855
546	5.45000	17.685
547	5.46000	19.590
548	5.47000	21.160
549	5.48000	22.302
550	5.49000	23.160
551	5.50000	23.994
552	5.51000	24.716
553	5.52000	25.561
554	5.53000	26.729
555	5.54000	27.673
556	5.55000	28.244
557	5.56000	28.654
558	5.57000	29.089
559	5.58000	29.890
560	5.59000	30.973
561	5.60000	31.971
562	5.61000	32.859
563	5.62000	33.961
564	5.63000	35.445
565	5.64000	37.125
566	5.65000	38.888
567	5.66000	40.649
568	5.67000	42.648
569	5.68000	44.964
570	5.69000	47.335
571	5.70000	49.558
572	5.71000	51.155
573	5.72000	52.899
574	5.73000	55.010
575	5.74000	57.000
576	5.75000	58.901
577	5.76000	60.736
578	5.77000	62.831
579	5.78000	65.177
580	5.79000	67.949
581	5.80000	70.899
582	5.81000	73.765
583	5.82000	77.059
584	5.83000	80.195
585	5.84000	82.772
586	5.85000	84.828
587	5.86000	86.508
588	5.87000	88.132
589	5.88000	89.984
590	5.89000	92.611
591	5.90000	95.604
592	5.91000	98.841
593	5.92000	102.174
594	5.93000	105.198
595	5.94000	108.139
596	5.95000	110.117
597	5.96000	111.182
598	5.97000	112.035
599	5.98000	113.339
600	5.99000	114.812
601	6.00000	115.406
602	6.01000	115.431
603	6.02000	114.583
604	6.03000	113.102
605	6.04000	111.176
606	6.05000	107.783
607	6.06000	103.326
608	6.07000	98.922
609	6.08000	94.961
610	6.09000	90.847
611	6.10000	86.673
612	6.11000	83.352
613	6.12000	80.963
614	6.13000	80.516
615	6.14000	81.907
616	6.15000	84.171
617	6.16000	87.507
618	6.17000	91.601
619	6.18000	94.159
620	6.19000	94.418
621	6.20000	93.258
622	6.21000	90.852
623	6.22000	87.391
624	6.23000	83.562
625	6.24000	80.236
626	6.25000	78.102
627	6.26000	77.707
628	6.27000	78.165
629	6.28000	77.778
630	6.29000	77.323
631	6.30000	77.475
632	6.31000	77.852
633	6.32000	78.518
634	6.33000	79.178
635	6.34000	79.805
636	6.35000	80.669
637	6.36000	81.762
638	6.37000	82.555
639	6.38000	82.621
640	6.39000	81.982
641	6.40000	80.821
642	6.41000	79.766
643	6.42000	79.412
644	6.43000	79.055
645	6.44000	78.021
646	6.45000	76.117
647	6.46000	73.496
648	6.47000	70.338
649	6.48000	66.663
650	6.49000	62.732
651	6.50000	58.760
652	6.51000	54.873
653	6.52000	51.213
654	6.53000	47.686
655	6.54000	44.080
656	6.55000	40.265
657	6.56000	36.697
658	6.57000	33.934
659	6.58000	32.208
660	6.59000	31.337
661	6.60000	30.622
662	6.61000	29.176
663	6.62000	26.718
664	6.63000	23.567
665	6.64000	19.493
666	6.65000	14.639
667	6.66000	9.501
668	6.67000	4.548
669	6.68000	0.469
670	6.69000	-2.454
671	6.70000	-4.100
672	6.71000	-4.636
673	6.72000	-4.320
674	6.73000	-3.216
675	6.74000	-1.967
676	6.75000	-1.084
677	6.76000	-0.762
678	6.77000	-1.091
679	6.78000	-1.887
680	6.79000	-3.236
681	6.80000	-4.895
682	6.81000	-6.542
683	6.82000	-8.185
684	6.83000	-9.399
685	6.84000	-9.895
686	6.85000	-9.692
687	6.86000	-8.501
688	6.87000	-6.384
689	6.88000	-3.874
690	6.89000	-1.599
691	6.90000	0.248
692	6.91000	1.542
693	6.92000	1.878
694	6.93000	1.446
695	6.94000	0.635
696	6.95000	-0.317
697	6.96000	-1.147
698	6.97000	-1.875
699	6.98000	-2.720
700	6.99000	-3.611
701	7.00000	-4.365
702	7.01000	-4.838
703	7.02000	-4.883
704	7.03000	-4.389
705	7.04000	-3.490
706	7.05000	-2.511
707	7.06000	-1.887
708	7.07000	-1.882
709	7.08000	-2.342
710	7.09000	-2.979
711	7.10000	-3.516
712	7.11000	-3.677
713	7.12000	-3.187
714	7.13000	-2.122
715	7.14000	-0.638
716	7.15000	1.131
717	7.16000	2.825
718	7.17000	4.416
719	7.18000	5.729
720	7.19000	6.279
721	7.20000	5.759
722	7.21000	3.682
723	7.22000	-0.564
724	7.23000	-7.376
725	7.24000	-16.990
726	7.25000	-29.866
727	7.26000	-46.120
728	7.27000	-65.625
729	7.28000	-87.972
730	7.29000	-111.372
731	7.30000	-133.925
732	7.31000	-154.117
733	7.32000	-170.723
734	7.33000	-182.916
735	7.34000	-190.515
736	7.35000	-193.863
737	7.36000	-193.525
738	7.37000	-190.751
739	7.38000	-186.321
740	7.39000	-180.023
741	7.40000	-171.094
742	7.41000	-158.805
743	7.42000	-142.957
744	7.43000	-123.827
745	7.44000	-102.187
746	7.45000	-78.768
747	7.46000	-54.845
748	7.47000	-32.146
749	7.48000	-11.864
750	7.49000	5.612
751	7.50000	20.909
752	7.51000	34.031
753	7.52000	44.742
754	7.53000	53.005
755	7.54000	58.926
756	7.55000	62.650
757	7.56000	64.141
758	7.57000	63.639
759	7.58000	61.823
760	7.59000	59.535
761	7.60000	57.318
762	7.61000	55.320
763	7.62000	53.253
764	7.63000	51.010
765	7.64000	48.582
766	7.65000	45.680
767	7.66000	42.359
768	7.67000	39.179
769	7.68000	36.766
770	7.69000	35.551
771	7.70000	35.692
772	7.71000	36.914
773	7.72000	38.613
774	7.73000	40.536
775	7.74000	42.565
776	7.75000	44.799
777	7.76000	47.330
778	7.77000	50.267
779	7.78000	53.408
780	7.79000	56.200
781	7.80000	58.095
782	7.81000	58.666
783	7.82000	57.937
784	7.83000	56.058
785	7.84000	53.690
786	7.85000	51.463
787	7.86000	49.638
788	7.87000	48.416
789	7.88000	47.654
790	7.89000	47.153
791	7.90000	46.247
792	7.91000	43.953
793	7.92000	39.124
794	7.93000	30.896
795	7.94000	19.881
796	7.95000	7.201
797	7.96000	-6.221
798	7.97000	-19.636
799	7.98000	-32.220
800	7.99000	-42.809
801	8.00000	-50.330
802	8.01000	-54.082
803	8.02000	-54.038
804	8.03000	-50.437
805	8.04000	-43.714
806	8.05000	-35.520
807	8.06000	-28.993
808	8.07000	-27.401
809	8.08000	-32.717
810	8.09000	-45.226
811	8.10000	-63.233
812	8.11000	-84.212
813	8.12000	-106.368
814	8.13000	-128.854
815	8.14000	-151.301
816	8.15000	-173.496
817	8.16000	-194.951
818	8.17000	-214.670
819	8.18000	-231.684
820	8.19000	-244.984
821	8.20000	-253.633
822	8.21000	-257.710
823	8.22000	-258.471
824	8.23000	-256.872
825	8.24000	-252.688
826	8.25000	-245.501
827	8.26000	-234.482
828	8.27000	-218.263
829	8.28000	-196.094
830	8.29000	-168.336
831	8.30000	-136.060
832	8.31000	-101.779
833	8.32000	-68.256
834	8.33000	-36.696
835	8.34000	-8.034
836	8.35000	16.483
837	8.36000	35.503
838	8.37000	48.834
839	8.38000	58.068
840	8.39000	64.450
841	8.40000	69.235
842	8.41000	72.746
843	8.42000	77.782
844	8.43000	88.595
845	8.44000	94.899
846	8.45000	88.559
847	8.46000	75.651
848	8.47000	59.739
849	8.48000	42.451
850	8.49000	26.623
851	8.50000	15.051
852	8.51000	9.421
853	8.52000	11.582
854	8.53000	20.780
855	8.54000	25.862
856	8.55000	25.374
857	8.56000	28.211
858	8.57000	33.164
859	8.58000	37.513
860	8.59000	41.737
861	8.60000	45.799
862	8.61000	48.620
863	8.62000	49.609
864	8.63000	49.932
865	8.64000	50.757
866	8.65000	52.212
867	8.66000	54.350
868	8.67000	56.309
869	8.68000	57.480
870	8.69000	58.328
871	8.70000	59.614
872	8.71000	61.997
873	8.72000	65.529
874	8.73000	69.478
875	8.74000	73.070
876	8.75000	75.613
877	8.76000	76.649
878	8.77000	76.100
879	8.78000	74.152
880	8.79000	71.210
881	8.80000	67.730
882	8.81000	64.490
883	8.82000	61.934
884	8.83000	60.253
885	8.84000	59.114
886	8.85000	58.072
887	8.86000	57.244
888	8.87000	56.395
889	8.88000	55.455
890	8.89000	54.392
891	8.90000	52.868
892	8.91000	50.655
893	8.92000	47.967
894	8.93000	45.383
895	8.94000	42.850
896	8.95000	40.263
897	8.96000	37.952
898	8.97000	35.570
899	8.98000	33.087
900	8.99000	30.531
901	9.00000	27.655
902	9.01000	24.681
903	9.02000	22.191
904	9.03000	20.670
905	9.04000	20.047
906	9.05000	20.300
907	9.06000	20.938
908	9.07000	21.116
909	9.08000	20.565
910	9.09000	18.967
911	9.10000	16.497
912	9.11000	13.550
913	9.12000	10.417
914	9.13000	7.635
915	9.14000	5.329
916	9.15000	3.397
917	9.16000	1.167
918	9.17000	-2.482
919	9.18000	-8.627
920	9.19000	-18.952
921	9.20000	-33.749
922	9.21000	-51.962
923	9.22000	-72.269
924	9.23000	-92.460
925	9.24000	-110.218
926	9.25000	-124.159
927	9.26000	-132.508
928	9.27000	-133.067
929	9.28000	-125.925
930	9.29000	-111.966
931	9.30000	-92.364
932	9.31000	-69.209
933	9.32000	-44.633
934	9.33000	-20.284
935	9.34000	2.683
936	9.35000	23.118
937	9.36000	41.415
938	9.37000	58.773
939	9.38000	74.669
940	9.39000	89.377
941	9.40000	101.881
942	9.41000	111.107
943	9.42000	117.844
944	9.43000	122.309
945	9.44000	124.868
946	9.45000	125.456
947	9.46000	124.302
948	9.47000	121.947
949	9.48000	118.536
950	9.49000	114.296
951	9.50000	108.897
952	9.51000	102.722
953	9.52000	96.602
954	9.53000	89.876
955	9.54000	82.130
956	9.55000	73.548
957	9.56000	64.816
958	9.57000	56.705
959	9.58000	49.945
960	9.59000	44.576
961	9.60000	39.861
962	9.61000	35.501
963	9.62000	30.740
964	9.63000	24.499
965	9.64000	16.880
966	9.65000	8.524
967	9.66000	0.155
968	9.67000	-7.660
969	9.68000	-14.321
970	9.69000	-19.896
971	9.70000	-24.820
972	9.71000	-29.001
973	9.72000	-32.983
974	9.73000	-37.074
975	9.74000	-40.969
976	9.75000	-44.139
977	9.76000	-45.894
978	9.77000	-45.983
979	9.78000	-44.129
980	9.79000	-40.389
981	9.80000	-35.381
982	9.81000	-30.094
983	9.82000	-25.945
984	9.83000	-23.988
985	9.84000	-24.583
986	9.85000	-27.392
987	9.86000	-31.524
988	9.87000	-35.777
989	9.88000	-39.299
990	9.89000	-41.409
991	9.90000	-41.876
992	9.91000	-41.034
993	9.92000	-39.023
994	9.93000	-36.080
995	9.94000	-33.725
996	9.95000	-31.018
997	9.96000	-27.959
998	9.97000	-24.548
999	9.98000	-20.784
1000	9.99000	0.000
