NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:23:04
DATA_INCLUDED	Position
DATA_TYPES	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z

Frame	Time	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	
529	5.28000	264.574	244.004	1626.686	497.073	220.741	36.973	324.436	180.218	590.230	239.229	202.459	106.844	253.490	-181.608	111.174	321.093	-151.475	591.638	510.775	-202.946	39.555	293.206	-206.057	1625.457	291.784	-199.689	1044.307	269.177	217.796	1049.876
530	5.29000	265.098	243.820	1626.655	497.063	220.726	37.000	324.194	180.250	590.197	239.204	202.499	106.842	253.530	-181.556	111.147	321.185	-151.378	591.592	510.778	-202.929	39.516	293.693	-205.917	1625.498	291.710	-199.597	1044.212	269.152	217.895	1049.899
531	5.30000	265.576	243.633	1626.620	497.063	220.745	37.026	323.924	180.264	590.176	239.162	202.539	106.847	253.587	-181.480	111.105	321.291	-151.306	591.584	510.783	-202.916	39.458	294.120	-205.788	1625.541	291.628	-199.542	1044.129	269.022	218.045	1050.002
532	5.31000	266.016	243.406	1626.602	497.040	220.729	37.054	323.571	180.369	590.214	239.145	202.554	106.810	253.657	-181.463	111.078	321.376	-151.237	591.572	510.808	-202.920	39.404	294.479	-205.668	1625.626	291.558	-199.498	1044.095	268.908	218.031	1050.062
533	5.32000	266.430	243.217	1626.575	497.030	220.743	37.137	323.141	180.433	590.242	239.052	202.602	106.792	253.735	-181.451	111.089	321.427	-151.207	591.539	510.818	-202.920	39.374	294.809	-205.621	1625.673	291.484	-199.525	1044.110	268.685	218.036	1050.129
534	5.33000	266.774	243.015	1626.567	497.005	220.737	37.238	322.658	180.502	590.201	238.926	202.635	106.747	253.746	-181.440	111.046	321.464	-151.164	591.519	510.820	-202.919	39.370	295.091	-205.556	1625.783	291.445	-199.516	1044.105	268.421	217.974	1050.196
535	5.34000	267.128	242.837	1626.561	496.960	220.733	37.370	322.189	180.554	590.186	238.773	202.663	106.714	253.749	-181.447	111.065	321.496	-151.122	591.453	510.800	-202.910	39.372	295.305	-205.535	1625.807	291.432	-199.518	1044.109	268.130	217.954	1050.253
536	5.35000	267.447	242.693	1626.593	496.937	220.724	37.474	321.755	180.612	590.173	238.661	202.678	106.659	253.726	-181.444	111.034	321.536	-151.105	591.407	510.802	-202.870	39.408	295.471	-205.566	1625.840	291.414	-199.538	1044.056	267.775	217.966	1050.292
537	5.36000	267.772	242.515	1626.586	496.915	220.719	37.504	321.462	180.646	590.103	238.587	202.653	106.617	253.730	-181.446	111.026	321.585	-151.105	591.377	510.800	-202.902	39.418	295.635	-205.598	1625.825	291.397	-199.560	1044.045	267.365	218.006	1050.280
538	5.37000	268.046	242.348	1626.599	496.921	220.721	37.510	321.311	180.673	590.106	238.568	202.618	106.640	253.751	-181.469	110.997	321.685	-151.066	591.379	510.794	-202.884	39.415	295.744	-205.655	1625.800	291.361	-199.586	1044.037	266.180	220.033	1050.905
539	5.38000	268.310	242.190	1626.612	496.941	220.716	37.465	321.265	180.623	590.069	238.638	202.602	106.621	253.788	-181.484	110.996	321.752	-151.033	591.368	510.808	-202.883	39.397	295.821	-205.698	1625.767	291.264	-199.603	1044.084	265.691	220.098	1050.916
540	5.39000	268.535	242.002	1626.657	496.966	220.717	37.366	321.236	180.649	590.103	238.713	202.593	106.666	253.810	-181.502	110.975	321.783	-150.978	591.354	510.798	-202.877	39.395	295.843	-205.781	1625.703	291.143	-199.614	1044.121	265.457	219.473	1050.564
541	5.40000	268.704	241.852	1626.696	496.976	220.720	37.333	321.184	180.672	590.175	238.750	202.606	106.709	253.831	-181.501	110.952	321.717	-150.978	591.329	510.806	-202.885	39.388	295.911	-205.849	1625.649	290.992	-199.639	1044.144	265.317	218.622	1050.239
542	5.41000	268.861	241.670	1626.796	496.979	220.716	37.310	321.068	180.672	590.172	238.803	202.565	106.657	253.812	-181.512	110.951	321.598	-150.953	591.309	510.796	-202.863	39.401	295.998	-205.938	1625.552	290.807	-199.631	1044.143	265.123	217.737	1049.966
543	5.42000	268.986	241.478	1626.859	496.979	220.729	37.297	320.830	180.714	590.176	238.795	202.564	106.701	253.797	-181.533	110.913	321.396	-150.882	591.232	510.792	-202.867	39.423	296.107	-206.059	1625.439	290.601	-199.628	1044.109	264.951	216.957	1049.708
544	5.43000	269.058	241.320	1626.997	496.979	220.712	37.323	320.606	180.730	590.156	238.790	202.601	106.690	253.764	-181.535	110.876	321.167	-150.856	591.157	510.774	-202.839	39.449	296.178	-206.155	1625.383	290.422	-199.615	1044.068	264.676	216.571	1049.606
545	5.44000	269.106	241.145	1627.097	496.963	220.717	37.333	320.363	180.758	590.132	238.757	202.592	106.681	253.718	-181.533	110.844	320.997	-150.870	591.126	510.768	-202.837	39.469	296.306	-206.263	1625.244	290.177	-199.595	1044.031	264.351	216.256	1049.502
546	5.45000	269.128	240.971	1627.225	496.957	220.701	37.358	320.098	180.746	590.106	238.729	202.586	106.693	253.726	-181.530	110.849	320.863	-150.798	591.120	510.777	-202.829	39.449	296.368	-206.363	1625.142	289.878	-199.592	1044.026	263.997	216.238	1049.530
547	5.46000	269.151	240.802	1627.384	496.955	220.712	37.400	319.848	180.807	590.148	238.715	202.591	106.638	253.741	-181.533	110.834	320.743	-150.777	591.141	510.778	-202.824	39.430	296.476	-206.425	1625.029	289.539	-199.593	1043.997	263.635	216.231	1049.522
548	5.47000	269.144	240.618	1627.568	496.948	220.698	37.434	319.609	180.824	590.184	238.656	202.601	106.666	253.768	-181.532	110.830	320.555	-150.697	591.139	510.800	-202.830	39.392	296.547	-206.489	1624.857	289.217	-199.583	1044.006	263.296	216.189	1049.500
549	5.48000	269.150	240.454	1627.737	496.934	220.704	37.518	319.299	180.882	590.192	238.606	202.587	106.670	253.782	-181.519	110.827	320.322	-150.695	591.126	510.793	-202.819	39.370	296.568	-206.550	1624.741	288.847	-199.565	1043.965	262.973	216.170	1049.519
550	5.49000	269.128	240.241	1627.893	496.917	220.702	37.600	318.983	180.956	590.204	238.533	202.575	106.618	253.767	-181.517	110.815	320.041	-150.674	591.131	510.804	-202.807	39.351	296.620	-206.594	1624.573	288.467	-199.529	1043.908	262.634	216.175	1049.527
551	5.50000	269.093	240.132	1628.046	496.880	220.697	37.696	318.723	181.042	590.200	238.463	202.596	106.609	253.739	-181.512	110.799	319.804	-150.657	591.089	510.785	-202.802	39.367	296.647	-206.646	1624.402	288.116	-199.448	1043.873	262.296	216.274	1049.590
552	5.51000	269.059	239.995	1628.224	496.869	220.690	37.746	318.506	181.064	590.190	238.416	202.605	106.552	253.702	-181.491	110.746	319.506	-150.644	591.062	510.780	-202.800	39.391	296.591	-206.683	1624.275	287.736	-199.399	1043.759	261.962	216.275	1049.567
553	5.52000	269.009	239.897	1628.405	496.851	220.678	37.788	318.332	181.116	590.207	238.385	202.612	106.514	253.676	-181.509	110.740	319.273	-150.603	591.039	510.782	-202.792	39.404	296.549	-206.737	1624.084	287.367	-199.366	1043.731	261.581	216.337	1049.602
554	5.53000	268.967	239.820	1628.564	496.851	220.673	37.822	318.210	181.169	590.246	238.374	202.622	106.487	253.682	-181.513	110.731	319.105	-150.539	591.033	510.762	-202.797	39.422	296.457	-206.777	1623.935	287.001	-199.307	1043.726	261.232	216.337	1049.604
555	5.54000	268.916	239.740	1628.682	496.841	220.659	37.852	318.117	181.184	590.225	238.353	202.628	106.511	253.707	-181.527	110.736	318.943	-150.506	591.072	510.775	-202.795	39.412	296.350	-206.834	1623.757	286.613	-199.259	1043.626	260.814	216.434	1049.639
556	5.55000	268.882	239.671	1628.810	496.821	220.642	37.918	318.021	181.230	590.240	238.347	202.687	106.531	253.762	-181.530	110.714	318.777	-150.471	591.068	510.767	-202.798	39.435	296.153	-206.835	1623.669	286.223	-199.214	1043.626	260.465	216.507	1049.652
557	5.56000	268.858	239.616	1628.901	496.795	220.661	38.009	317.972	181.315	590.242	238.353	202.721	106.458	253.806	-181.520	110.692	318.569	-150.437	591.054	510.759	-202.801	39.459	295.930	-206.897	1623.556	285.797	-199.109	1043.583	259.869	217.069	1049.653
558	5.57000	268.814	239.577	1628.960	496.762	220.623	38.099	317.947	181.396	590.222	238.360	202.783	106.396	253.835	-181.545	110.681	318.340	-150.408	591.014	510.757	-202.813	39.497	295.709	-206.909	1623.468	285.356	-199.063	1043.570	259.440	217.367	1049.463
559	5.58000	268.783	239.555	1628.993	496.723	220.597	38.221	317.987	181.490	590.192	238.311	202.846	106.384	253.861	-181.551	110.652	318.112	-150.302	590.977	510.738	-202.814	39.572	295.450	-206.903	1623.433	284.936	-198.928	1043.536	259.022	217.490	1049.332
560	5.59000	268.723	239.516	1629.011	496.699	220.585	38.322	318.085	181.588	590.135	238.275	202.924	106.323	253.906	-181.591	110.628	317.923	-150.272	590.943	510.708	-202.828	39.663	295.167	-206.868	1623.336	284.494	-198.874	1043.541	258.693	217.478	1049.225
561	5.60000	268.639	239.545	1628.983	496.672	220.580	38.420	318.223	181.717	590.123	238.285	202.953	106.281	253.999	-181.607	110.605	317.799	-150.240	590.906	510.682	-202.809	39.748	294.930	-206.832	1623.249	284.051	-198.794	1043.493	258.388	217.496	1049.133
562	5.61000	268.559	239.598	1628.933	496.650	220.579	38.518	318.356	181.835	590.094	238.286	202.988	106.233	254.093	-181.635	110.588	317.706	-150.152	590.840	510.679	-202.815	39.852	294.651	-206.777	1623.185	283.621	-198.768	1043.481	258.104	217.458	1048.972
563	5.62000	268.469	239.671	1628.839	496.623	220.574	38.640	318.467	181.914	590.077	238.284	203.036	106.160	254.154	-181.619	110.510	317.717	-150.116	590.801	510.652	-202.813	39.955	294.345	-206.729	1623.090	283.168	-198.685	1043.424	257.841	217.477	1048.800
564	5.63000	268.364	239.774	1628.748	496.589	220.563	38.762	318.599	182.005	590.016	238.219	203.097	106.082	254.248	-181.612	110.496	317.755	-150.064	590.740	510.626	-202.800	40.029	294.045	-206.599	1622.973	282.682	-198.583	1043.374	257.591	217.593	1048.631
565	5.64000	268.266	239.912	1628.634	496.564	220.575	38.907	318.797	182.080	589.948	238.123	203.172	106.012	254.291	-181.620	110.460	317.900	-150.030	590.715	510.603	-202.795	40.101	293.741	-206.503	1622.802	282.177	-198.462	1043.274	257.413	217.732	1048.492
566	5.65000	268.155	240.046	1628.520	496.525	220.533	39.026	319.065	182.190	589.920	238.054	203.248	105.991	254.343	-181.621	110.479	318.093	-149.995	590.656	510.585	-202.760	40.191	293.389	-206.427	1622.721	281.634	-198.375	1043.192	257.245	217.925	1048.340
567	5.66000	268.033	240.187	1628.393	496.499	220.505	39.104	319.359	182.295	589.894	238.024	203.304	105.940	254.395	-181.573	110.429	318.361	-149.991	590.641	510.564	-202.779	40.253	293.069	-206.281	1622.592	281.056	-198.194	1043.101	257.089	218.071	1048.229
568	5.67000	267.933	240.320	1628.275	496.487	220.481	39.163	319.759	182.443	589.872	238.012	203.355	105.911	254.455	-181.537	110.419	318.713	-149.979	590.595	510.550	-202.771	40.301	292.704	-206.149	1622.492	280.477	-198.067	1043.041	256.955	218.242	1048.181
569	5.68000	267.846	240.452	1628.152	496.498	220.494	39.166	320.162	182.510	589.837	238.055	203.397	105.869	254.532	-181.488	110.426	319.047	-149.982	590.588	510.560	-202.785	40.284	292.338	-205.998	1622.471	279.882	-197.951	1042.950	256.782	218.400	1048.131
570	5.69000	267.755	240.607	1628.049	496.509	220.489	39.184	320.493	182.744	589.882	238.088	203.429	105.890	254.592	-181.454	110.443	319.271	-149.994	590.599	510.554	-202.793	40.286	291.980	-205.890	1622.397	279.288	-197.770	1042.882	256.578	218.540	1048.065
571	5.70000	267.671	240.787	1627.930	496.494	220.487	39.178	320.808	182.900	589.837	238.106	203.452	105.875	254.607	-181.420	110.433	319.489	-150.023	590.604	510.566	-202.776	40.300	291.568	-205.732	1622.385	278.729	-197.591	1042.814	256.422	218.703	1048.028
572	5.71000	267.578	240.935	1627.842	496.483	220.468	39.175	321.103	183.052	589.781	238.107	203.457	105.823	254.621	-181.391	110.465	319.632	-150.084	590.603	510.566	-202.780	40.306	291.209	-205.550	1622.372	278.222	-197.421	1042.701	256.286	218.859	1047.975
573	5.72000	267.499	241.100	1627.784	496.474	220.455	39.168	321.361	183.245	589.774	238.093	203.452	105.836	254.597	-181.365	110.446	319.681	-150.116	590.571	510.550	-202.789	40.338	290.767	-205.378	1622.369	277.748	-197.221	1042.624	256.153	219.005	1047.914
574	5.73000	267.417	241.239	1627.701	496.497	220.466	39.139	321.563	183.382	589.796	238.123	203.408	105.790	254.566	-181.342	110.444	319.715	-150.112	590.572	510.544	-202.773	40.355	290.334	-205.180	1622.424	277.307	-197.061	1042.537	256.009	219.154	1047.833
575	5.74000	267.352	241.383	1627.670	496.493	220.467	39.122	321.678	183.451	589.773	238.177	203.436	105.805	254.548	-181.312	110.452	319.730	-150.095	590.558	510.548	-202.770	40.362	289.872	-205.008	1622.510	276.859	-196.863	1042.486	255.904	219.359	1047.782
576	5.75000	267.226	241.551	1627.599	496.491	220.466	39.177	321.736	183.598	589.781	238.178	203.497	105.805	254.557	-181.321	110.469	319.654	-150.054	590.598	510.541	-202.761	40.375	289.398	-204.800	1622.540	276.452	-196.713	1042.469	255.820	219.538	1047.716
577	5.76000	267.113	241.727	1627.543	496.471	220.454	39.231	321.821	183.734	589.750	238.143	203.517	105.749	254.555	-181.313	110.456	319.377	-151.173	591.132	510.534	-202.770	40.391	288.925	-204.612	1622.581	276.022	-196.569	1042.443	255.773	219.722	1047.626
578	5.77000	266.986	241.901	1627.508	496.457	220.442	39.289	321.859	183.822	589.732	238.106	203.565	105.737	254.573	-181.362	110.463	319.159	-151.065	591.161	510.527	-202.782	40.436	288.435	-204.432	1622.601	275.643	-196.375	1042.437	255.722	219.924	1047.532
579	5.78000	266.853	242.080	1627.468	496.444	220.426	39.335	321.911	183.933	589.736	238.071	203.623	105.703	254.544	-181.414	110.504	318.915	-151.133	591.213	510.511	-202.785	40.494	287.928	-204.267	1622.639	275.278	-196.173	1042.445	255.665	220.262	1047.486
580	5.79000	266.692	242.258	1627.446	496.421	220.424	39.400	321.995	184.076	589.780	238.038	203.672	105.676	254.501	-181.457	110.495	318.621	-151.038	591.193	510.479	-202.797	40.584	287.439	-204.070	1622.640	274.912	-195.983	1042.493	255.643	220.577	1047.425
581	5.80000	266.488	242.502	1627.418	496.403	220.413	39.464	322.092	184.199	589.755	238.003	203.710	105.642	254.427	-181.503	110.510	318.367	-151.073	591.221	510.448	-202.793	40.689	286.909	-203.922	1622.618	274.597	-195.823	1042.522	255.643	220.830	1047.368
582	5.81000	266.300	242.701	1627.431	496.389	220.410	39.521	322.305	184.321	589.728	237.985	203.763	105.588	254.357	-181.540	110.520	318.132	-151.057	591.237	510.426	-202.784	40.792	286.393	-203.737	1622.599	274.295	-195.600	1042.516	255.636	221.097	1047.323
583	5.82000	266.061	242.932	1627.471	496.383	220.416	39.542	322.660	184.459	589.729	237.957	203.798	105.549	254.317	-181.568	110.516	318.038	-151.058	591.231	510.404	-202.766	40.878	285.883	-203.598	1622.617	273.984	-195.511	1042.544	255.583	221.429	1047.330
584	5.83000	265.883	243.163	1627.541	496.385	220.405	39.537	323.080	184.625	589.748	237.971	203.822	105.544	254.299	-181.585	110.510	318.084	-151.030	591.201	510.403	-202.764	40.918	285.382	-203.485	1622.617	273.663	-195.461	1042.594	255.500	221.684	1047.287
585	5.84000	265.700	243.401	1627.626	496.408	220.396	39.475	323.683	184.766	589.702	238.039	203.818	105.545	254.298	-181.613	110.535	318.307	-150.974	591.153	510.391	-202.729	40.907	284.904	-203.398	1622.701	273.311	-195.347	1042.599	255.384	221.991	1047.265
586	5.85000	265.518	243.704	1627.795	496.433	220.403	39.357	324.262	184.957	589.737	238.176	203.796	105.519	254.314	-181.631	110.553	318.634	-150.993	591.186	510.420	-202.705	40.818	284.418	-203.308	1622.756	272.905	-195.303	1042.590	255.220	222.214	1047.209
587	5.86000	265.398	243.998	1628.001	496.478	220.402	39.203	324.867	185.094	589.718	238.343	203.727	105.520	254.340	-181.643	110.576	318.987	-151.038	591.230	510.459	-202.702	40.697	283.960	-203.191	1622.927	272.452	-195.200	1042.568	255.016	222.434	1047.126
588	5.87000	265.367	244.356	1628.299	496.521	220.435	39.059	325.425	185.267	589.717	238.518	203.655	105.542	254.358	-181.688	110.651	319.284	-151.165	591.258	510.494	-202.718	40.534	283.535	-203.096	1623.086	271.926	-195.008	1042.511	254.776	222.709	1047.063
589	5.88000	265.380	244.742	1628.704	496.542	220.437	38.930	325.893	185.533	589.794	238.595	203.626	105.560	254.362	-181.735	110.697	319.578	-151.407	591.391	510.524	-202.712	40.398	283.150	-202.980	1623.307	271.289	-194.755	1042.444	254.499	222.914	1046.966
590	5.89000	265.481	245.125	1629.144	496.560	220.448	38.816	326.248	185.773	589.802	238.644	203.604	105.629	254.307	-181.749	110.765	319.866	-151.560	591.379	510.555	-202.711	40.301	282.805	-202.855	1623.518	270.530	-194.510	1042.448	254.140	223.108	1046.911
591	5.90000	265.740	245.449	1629.611	496.601	220.443	38.721	326.629	186.075	589.849	238.660	203.566	105.655	254.261	-181.826	110.852	320.097	-151.838	591.470	510.568	-202.733	40.218	282.516	-202.698	1623.770	269.613	-194.405	1042.485	253.739	223.166	1046.818
592	5.91000	266.136	245.751	1630.097	496.617	220.454	38.626	326.988	186.356	589.843	238.685	203.586	105.691	254.256	-181.848	110.882	320.368	-152.191	591.540	510.595	-202.738	40.109	282.323	-202.515	1624.029	268.586	-194.331	1042.547	253.181	223.158	1046.722
593	5.92000	266.650	246.022	1630.624	496.642	220.453	38.513	327.356	186.729	589.916	238.735	203.607	105.746	254.309	-181.894	110.941	320.646	-152.425	591.570	510.631	-202.728	40.015	282.194	-202.313	1624.288	267.435	-194.319	1042.579	252.475	223.217	1046.698
594	5.93000	267.288	246.232	1631.100	496.685	220.437	38.376	327.593	187.142	590.007	238.827	203.633	105.778	254.403	-181.871	110.977	320.967	-152.632	591.618	510.662	-202.733	39.909	282.128	-202.054	1624.555	266.166	-194.300	1042.540	251.519	223.409	1046.696
595	5.94000	268.070	246.396	1631.537	496.718	220.440	38.270	327.750	187.555	590.041	238.908	203.655	105.784	254.520	-181.850	111.014	321.317	-152.848	591.565	510.703	-202.747	39.785	282.181	-201.729	1624.698	264.778	-194.289	1042.464	250.315	223.718	1046.641
596	5.95000	268.940	246.441	1631.896	496.739	220.460	38.218	327.830	188.005	590.031	238.961	203.676	105.764	254.610	-181.845	111.024	321.528	-153.097	591.603	510.741	-202.735	39.675	282.342	-201.339	1624.819	263.262	-194.364	1042.271	248.971	224.121	1046.607
597	5.96000	269.933	246.479	1632.221	496.736	220.458	38.220	327.874	188.421	589.960	238.977	203.690	105.780	254.654	-181.840	111.014	321.812	-153.322	591.479	510.753	-202.754	39.603	282.621	-200.930	1624.899	261.614	-194.408	1041.991	247.418	224.545	1046.502
598	5.97000	270.930	246.516	1632.495	496.725	220.450	38.233	327.912	188.827	589.948	238.999	203.709	105.732	254.685	-181.861	111.002	322.070	-153.552	591.454	510.768	-202.711	39.557	283.016	-200.448	1624.970	259.767	-194.428	1041.707	245.920	225.285	1046.511
599	5.98000	272.010	246.452	1632.728	496.722	220.461	38.266	328.050	189.394	589.939	239.015	203.757	105.734	254.751	-181.900	110.974	322.216	-153.911	591.404	510.755	-202.734	39.548	283.534	-199.922	1625.065	257.685	-194.346	1041.423	243.899	225.638	1046.339
600	5.99000	273.154	246.439	1632.932	496.722	220.462	38.280	328.230	189.836	589.876	239.125	203.814	105.721	254.856	-182.004	110.957	322.420	-154.093	591.341	510.757	-202.750	39.557	284.210	-199.402	1625.142	255.333	-194.227	1041.199	241.622	225.865	1046.230
601	6.00000	274.422	246.432	1633.082	496.727	220.469	38.296	328.341	190.316	589.897	239.298	203.880	105.678	254.979	-182.095	110.939	322.545	-154.596	591.392	510.747	-202.761	39.634	284.994	-198.812	1625.186	252.705	-194.108	1041.010	239.027	225.960	1046.120
602	6.01000	275.811	246.417	1633.235	496.714	220.450	38.346	328.345	190.885	589.901	239.398	203.971	105.651	255.064	-182.153	110.899	322.544	-154.982	591.358	510.727	-202.746	39.715	285.831	-198.258	1625.145	249.891	-194.042	1040.825	236.324	226.026	1045.955
603	6.02000	277.305	246.399	1633.277	496.683	220.447	38.466	328.158	191.422	589.831	239.469	204.044	105.573	255.123	-182.207	110.864	322.850	-154.554	590.961	510.695	-202.743	39.851	286.874	-197.698	1625.102	246.970	-194.009	1040.535	233.461	226.104	1045.704
604	6.03000	278.898	246.321	1633.248	496.632	220.450	38.638	328.007	192.040	589.681	239.424	204.143	105.463	255.170	-182.291	110.809	322.623	-154.786	590.946	510.643	-202.759	40.027	287.943	-197.110	1624.981	243.924	-193.968	1040.182	230.395	226.153	1045.320
605	6.04000	280.564	246.309	1633.192	496.581	220.422	38.888	327.902	192.791	589.490	239.345	204.240	105.400	255.174	-182.373	110.790	322.654	-155.275	590.668	510.598	-202.731	40.230	289.070	-196.481	1624.834	240.753	-193.966	1039.658	227.260	226.442	1044.859
606	6.05000	282.357	246.136	1632.987	496.523	220.386	39.106	328.147	193.538	589.241	239.293	204.291	105.296	255.188	-182.471	110.782	322.791	-156.084	590.602	510.542	-202.755	40.499	290.305	-195.826	1624.587	237.443	-193.954	1039.063	224.011	226.835	1044.309
607	6.06000	284.214	245.953	1632.728	496.491	220.360	39.205	328.736	194.260	589.106	239.318	204.368	105.222	255.230	-182.550	110.653	323.300	-156.568	590.391	510.487	-202.748	40.797	291.613	-195.092	1624.326	234.059	-194.043	1038.345	220.693	227.375	1043.686
608	6.07000	286.181	245.771	1632.406	496.494	220.341	39.265	329.436	195.117	589.093	239.432	204.488	105.133	255.358	-182.675	110.607	323.921	-157.327	590.324	510.432	-202.715	41.088	293.072	-194.306	1623.828	230.533	-194.216	1037.696	217.250	227.960	1043.006
609	6.08000	288.246	245.550	1631.963	496.493	220.336	39.341	330.028	195.993	589.018	239.554	204.596	105.052	255.469	-182.831	110.493	324.489	-158.167	590.323	510.392	-202.698	41.299	294.632	-193.471	1623.282	226.867	-194.317	1037.024	213.638	229.332	1042.674
610	6.09000	290.418	245.217	1631.268	496.480	220.301	39.404	330.505	197.042	588.995	239.623	204.741	105.014	255.472	-183.059	110.401	324.927	-159.669	590.571	510.316	-202.724	41.531	296.371	-192.548	1622.527	223.095	-194.413	1036.313	209.882	229.834	1041.960
611	6.10000	292.645	244.845	1630.361	496.462	220.299	39.544	330.861	198.199	588.807	239.611	204.895	104.973	255.358	-183.320	110.323	325.594	-160.774	590.375	510.239	-202.737	41.868	298.202	-191.637	1621.608	219.147	-194.482	1035.556	206.095	230.049	1040.991
612	6.11000	295.013	244.314	1629.270	496.401	220.263	39.761	331.260	199.615	588.665	239.498	205.056	104.916	255.129	-183.549	110.190	326.364	-162.479	590.360	510.109	-202.752	42.420	300.180	-190.669	1620.488	215.095	-194.476	1034.625	202.300	230.382	1040.037
613	6.12000	297.389	243.796	1627.994	496.335	220.222	39.968	331.850	201.206	588.464	239.396	205.195	104.873	254.843	-183.884	110.168	327.618	-163.964	590.121	510.004	-202.758	42.886	302.198	-189.638	1619.159	210.981	-194.484	1033.469	198.400	231.064	1039.030
614	6.13000	299.819	243.075	1626.509	496.292	220.231	40.102	332.755	202.723	588.233	239.333	205.406	104.806	254.667	-184.221	110.251	329.217	-165.548	589.975	509.900	-202.673	43.255	304.328	-188.602	1617.688	206.968	-194.615	1032.112	194.506	231.691	1037.908
615	6.14000	302.254	242.243	1624.744	496.306	220.248	40.040	333.777	204.177	588.077	239.432	205.687	104.709	254.750	-184.504	110.302	331.107	-167.066	589.974	509.924	-202.584	43.274	306.489	-187.474	1615.966	203.090	-194.908	1030.538	190.511	231.877	1036.619
616	6.15000	304.701	241.343	1622.807	496.330	220.264	39.924	334.882	205.639	587.982	239.660	205.900	104.564	255.223	-184.712	110.293	332.609	-168.572	590.253	510.038	-202.587	42.910	308.718	-186.291	1613.983	199.311	-195.411	1028.802	187.016	232.594	1035.216
617	6.16000	307.063	240.369	1620.657	496.373	220.274	39.795	335.869	207.066	587.817	239.834	206.016	104.473	255.532	-184.822	110.141	333.540	-169.917	590.159	510.094	-202.545	42.641	310.957	-185.052	1611.695	195.685	-195.977	1027.002	183.156	233.107	1033.584
618	6.17000	309.344	239.351	1618.271	496.369	220.261	39.758	336.884	208.559	587.520	239.919	206.097	104.376	255.604	-184.903	110.046	334.004	-171.572	589.966	510.108	-202.521	42.533	313.183	-183.836	1609.189	192.170	-196.398	1025.059	179.113	233.524	1031.812
619	6.18000	311.576	238.282	1615.651	496.364	220.245	39.805	338.110	210.023	587.084	239.924	206.156	104.318	255.492	-184.958	109.938	334.449	-174.352	590.060	510.068	-202.511	42.574	315.421	-182.710	1606.434	188.620	-196.642	1023.065	174.898	233.930	1029.878
620	6.19000	313.877	237.209	1612.876	496.354	220.227	39.805	339.629	211.665	586.706	239.951	206.261	104.327	255.289	-185.054	109.910	335.346	-175.177	589.310	510.026	-202.516	42.711	317.685	-181.678	1603.585	184.878	-196.465	1020.867	170.506	234.326	1027.828
621	6.20000	316.218	235.994	1609.901	496.404	220.239	39.673	341.278	213.187	586.402	240.103	206.420	104.362	255.140	-185.253	109.957	336.294	-176.576	589.120	509.996	-202.540	42.764	319.874	-180.640	1600.447	180.959	-196.189	1018.580	166.052	234.811	1025.510
622	6.21000	318.514	234.667	1606.768	496.472	220.240	39.447	342.623	214.796	586.210	240.366	206.587	104.388	255.306	-185.394	109.907	337.452	-177.611	589.063	510.027	-202.552	42.641	322.130	-179.602	1597.179	177.085	-195.938	1016.171	161.600	235.232	1023.020
623	6.22000	320.785	233.207	1603.461	496.540	220.280	39.257	343.471	216.399	585.939	240.633	206.686	104.325	255.637	-185.523	109.792	338.356	-178.583	588.870	510.095	-202.513	42.367	324.270	-178.556	1593.687	173.160	-195.737	1013.607	157.140	235.561	1020.293
624	6.23000	323.163	231.881	1600.261	496.567	220.303	39.141	343.910	217.922	585.456	240.822	206.752	104.216	256.071	-185.565	109.697	338.965	-179.768	588.592	510.161	-202.522	42.056	326.440	-177.494	1590.056	169.233	-195.509	1010.868	152.836	235.937	1017.472
625	6.24000	325.283	230.358	1596.721	496.557	220.269	39.181	344.118	219.527	584.921	240.815	206.833	104.165	256.406	-185.524	109.599	339.597	-180.741	588.095	510.207	-202.523	41.927	328.617	-176.475	1586.273	165.269	-195.366	1008.011	148.468	236.320	1014.579
626	6.25000	327.356	228.775	1592.886	496.512	220.242	39.340	344.394	221.133	584.315	240.717	206.945	104.087	256.472	-185.517	109.559	340.244	-181.950	587.713	510.185	-202.464	42.001	330.847	-175.459	1582.310	161.284	-195.370	1005.123	143.995	236.644	1011.688
