NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:23:04
DATA_INCLUDED	Position
DATA_TYPES	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z

Frame	Time	SL_pos_X	SL_pos_Y	SL_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	
282	2.81000	314.451	181.883	1294.521	491.218	216.270	71.517	390.281	240.897	567.400	233.203	207.452	102.189	247.241	-183.087	108.892	382.082	-209.665	568.880	502.205	-204.676	79.235	328.156	-147.610	1268.864	15.275	-204.688	785.545	-3.066	242.895	797.382
283	2.82000	313.726	181.770	1287.754	491.348	216.227	70.922	390.471	241.437	567.170	233.370	207.541	102.152	247.484	-183.090	108.852	382.404	-209.829	568.391	502.390	-204.633	78.718	327.438	-147.350	1262.279	13.499	-205.026	780.395	-5.124	242.837	792.062
284	2.83000	313.036	181.653	1280.949	491.424	216.262	70.533	390.472	242.046	567.016	233.491	207.611	102.083	247.693	-183.080	108.797	382.665	-210.044	568.073	502.538	-204.562	78.275	326.799	-147.037	1255.576	11.635	-205.363	775.339	-7.173	242.719	786.858
285	2.84000	312.299	181.493	1274.155	491.470	216.397	70.253	390.246	242.602	566.879	233.526	207.668	102.036	247.834	-183.125	108.782	382.815	-210.276	567.771	502.667	-204.544	77.877	326.036	-146.789	1249.055	9.758	-205.711	770.300	-9.426	242.604	781.718
286	2.85000	311.572	181.377	1267.435	491.489	216.587	69.911	389.835	243.157	566.819	233.548	207.786	102.002	247.933	-183.189	108.732	382.833	-210.475	567.413	502.738	-204.597	77.530	325.329	-146.558	1242.500	7.880	-206.072	765.250	-11.773	242.453	776.670
287	2.86000	310.824	181.274	1260.795	491.533	216.751	69.570	389.271	243.621	566.826	233.626	207.847	101.988	248.079	-183.226	108.680	382.757	-210.669	567.124	502.798	-204.737	77.114	324.650	-146.281	1236.022	6.021	-206.482	760.198	-14.217	242.313	771.773
288	2.87000	309.993	181.112	1254.256	491.557	216.833	69.390	388.573	244.074	566.872	233.650	207.875	101.957	248.237	-183.313	108.593	382.600	-210.858	566.917	502.988	-204.714	76.459	323.972	-146.030	1229.664	4.190	-206.931	755.214	-16.709	242.145	766.922
289	2.88000	309.121	180.948	1247.805	491.528	216.932	69.437	387.768	244.493	567.015	233.590	207.864	101.955	248.394	-183.312	108.482	382.336	-210.993	566.612	503.150	-204.520	76.069	323.254	-145.781	1223.400	2.406	-207.333	750.281	-19.214	241.945	762.178
290	2.89000	308.184	180.737	1241.529	491.425	217.173	69.613	386.870	244.757	567.124	233.465	207.798	101.976	248.499	-183.300	108.384	382.005	-211.129	566.395	503.265	-204.334	75.719	322.461	-145.534	1217.158	0.651	-207.704	745.395	-21.703	241.658	757.431
291	2.90000	307.185	180.480	1235.328	491.266	217.452	69.797	385.947	244.946	567.253	233.352	207.720	101.958	248.556	-183.355	108.336	381.616	-211.239	566.172	503.398	-204.209	75.303	321.600	-145.294	1211.071	-1.120	-208.092	740.610	-24.239	241.329	752.735
292	2.91000	306.136	180.184	1229.305	491.183	217.655	70.046	385.026	245.044	567.400	233.220	207.663	102.013	248.629	-183.422	108.263	381.169	-211.196	565.959	503.531	-203.979	74.953	320.744	-145.017	1205.159	-2.917	-208.462	735.890	-26.765	240.984	748.101
293	2.92000	305.043	179.870	1223.429	491.110	217.813	70.245	384.107	245.059	567.571	233.147	207.526	102.030	248.677	-183.405	108.193	380.744	-211.162	565.899	503.641	-203.725	74.762	319.799	-144.862	1199.253	-4.759	-208.855	731.371	-29.244	240.605	743.426
294	2.93000	303.807	179.559	1217.728	491.034	218.014	70.377	383.233	244.948	567.703	233.124	207.407	102.044	248.714	-183.427	108.168	380.237	-210.931	565.841	503.733	-203.435	74.583	318.797	-144.595	1193.649	-6.712	-209.150	726.969	-31.671	240.257	738.756
295	2.94000	302.446	179.253	1212.221	490.986	218.203	70.470	382.376	244.816	567.809	233.125	207.318	102.070	248.750	-183.401	108.154	379.620	-210.687	565.858	503.823	-203.146	74.447	317.620	-144.430	1188.084	-8.658	-209.441	722.659	-33.950	239.985	734.076
296	2.95000	301.012	179.008	1206.914	490.959	218.334	70.542	381.524	244.612	567.833	233.119	207.267	102.171	248.787	-183.375	108.104	378.844	-210.052	565.759	503.923	-202.963	74.331	316.337	-144.195	1182.805	-10.618	-209.765	718.410	-36.130	239.743	729.468
297	2.96000	299.369	178.722	1201.824	490.927	218.384	70.679	380.642	244.452	567.942	233.096	207.141	102.246	248.822	-183.389	108.069	378.117	-209.862	565.640	504.014	-202.754	74.202	314.970	-143.983	1177.744	-12.567	-210.043	714.111	-38.259	239.633	724.993
298	2.97000	297.809	178.559	1196.833	490.872	218.450	70.907	379.724	244.353	568.089	233.044	207.034	102.360	248.840	-183.411	108.063	377.331	-209.816	565.561	504.063	-202.549	74.125	313.482	-143.746	1172.822	-14.563	-210.253	709.809	-40.368	239.518	720.628
299	2.98000	296.036	178.428	1192.087	490.780	218.576	71.127	378.714	244.113	568.204	233.020	206.894	102.354	248.834	-183.377	108.002	376.471	-209.992	565.505	504.118	-202.398	74.046	311.842	-143.573	1168.201	-16.608	-210.493	705.575	-42.523	239.439	716.410
300	2.99000	294.012	178.203	1187.566	490.724	218.544	71.271	377.699	243.900	568.343	232.936	206.829	102.393	248.787	-183.416	108.002	375.538	-210.348	565.442	504.117	-202.316	74.058	310.072	-143.262	1163.789	-18.647	-210.642	701.311	-44.641	239.363	712.262
301	3.00000	291.945	178.058	1183.253	490.758	218.256	71.402	376.681	243.747	568.529	232.873	206.787	102.417	248.705	-183.442	107.941	374.522	-210.805	565.382	504.097	-202.274	74.189	308.213	-142.946	1159.636	-20.659	-210.805	697.151	-46.766	239.318	708.253
302	3.01000	289.855	177.991	1179.206	490.764	217.932	71.582	375.633	243.647	568.684	232.836	206.661	102.372	248.623	-183.458	107.869	373.450	-211.392	565.231	504.075	-202.292	74.259	306.250	-142.599	1155.504	-22.649	-210.927	693.001	-48.806	239.268	704.345
303	3.02000	287.371	177.802	1175.390	490.728	217.843	71.830	374.613	243.677	568.870	232.730	206.641	102.360	248.518	-183.552	107.859	372.257	-212.078	565.207	504.057	-202.301	74.351	304.133	-142.227	1151.844	-24.667	-210.992	689.053	-50.789	239.226	700.490
304	3.03000	284.930	177.725	1171.780	490.663	217.865	72.072	373.621	243.750	569.038	232.618	206.670	102.402	248.384	-183.699	107.858	370.948	-212.901	565.260	504.013	-202.245	74.598	301.757	-141.791	1148.262	-26.715	-211.006	685.201	-52.673	239.165	696.585
305	3.04000	282.157	177.622	1168.350	490.605	217.775	72.241	372.673	243.874	569.124	232.548	206.698	102.397	248.190	-183.783	107.842	369.674	-213.675	565.296	503.931	-202.166	74.934	299.299	-141.437	1144.962	-28.800	-211.015	681.474	-54.483	239.148	692.659
306	3.05000	279.258	177.533	1165.132	490.615	217.667	72.360	371.717	244.053	569.198	232.525	206.681	102.391	248.015	-183.854	107.861	368.242	-214.598	565.393	503.852	-202.201	75.203	296.713	-140.915	1141.753	-30.961	-210.930	677.815	-56.246	239.131	688.722
307	3.06000	276.347	177.632	1162.109	490.632	217.627	72.334	370.793	244.172	569.230	232.547	206.676	102.332	247.856	-183.981	107.820	366.933	-215.909	565.550	503.770	-202.306	75.419	293.912	-140.460	1138.850	-33.098	-210.874	674.234	-57.972	239.178	684.778
308	3.07000	273.142	177.665	1159.265	490.635	217.668	72.322	369.851	244.363	569.265	232.548	206.685	102.336	247.693	-184.069	107.741	365.594	-217.099	565.575	503.686	-202.427	75.631	290.889	-140.052	1136.125	-35.214	-210.807	670.673	-59.626	239.300	680.889
309	3.08000	269.862	177.809	1156.636	490.612	217.745	72.423	368.969	244.579	569.342	232.541	206.652	102.315	247.553	-184.244	107.633	364.210	-218.071	565.557	503.613	-202.618	75.771	287.740	-139.619	1133.614	-37.297	-210.695	667.321	-61.295	239.481	677.144
310	3.09000	266.422	177.999	1154.243	490.609	217.817	72.482	368.104	244.814	569.391	232.511	206.648	102.336	247.411	-184.424	107.590	362.782	-219.004	565.636	503.616	-202.749	75.795	284.464	-139.227	1131.388	-39.331	-210.656	664.332	-62.877	239.647	673.713
311	3.10000	263.001	178.383	1152.228	490.582	217.894	72.527	367.265	245.068	569.512	232.498	206.666	102.309	247.392	-184.413	107.390	361.396	-219.805	565.789	503.610	-202.822	75.774	281.112	-138.828	1129.526	-41.342	-210.563	661.700	-64.395	239.907	670.769
312	3.11000	259.527	178.893	1150.656	490.558	218.019	72.568	366.471	245.295	569.708	232.478	206.692	102.343	247.308	-184.603	107.362	360.031	-220.662	565.957	503.619	-202.853	75.723	277.759	-138.593	1128.148	-43.247	-210.469	659.574	-65.835	240.161	668.429
313	3.12000	256.250	179.572	1149.600	490.498	218.141	72.664	365.675	245.522	569.948	232.423	206.745	102.356	247.204	-184.802	107.347	358.782	-221.463	566.158	503.622	-202.888	75.687	274.492	-138.477	1127.333	-45.104	-210.363	658.033	-67.201	240.406	666.868
314	3.13000	253.154	180.379	1149.146	490.435	218.299	72.887	364.847	245.774	570.222	232.304	206.835	102.409	247.075	-185.010	107.394	357.506	-222.202	566.422	503.590	-202.972	75.733	271.436	-138.575	1127.115	-46.846	-210.222	657.236	-68.486	240.625	665.974
315	3.14000	250.356	181.253	1149.303	490.384	218.448	72.908	363.938	245.998	570.516	232.257	206.899	102.403	246.964	-185.205	107.413	356.292	-222.799	566.731	503.571	-202.999	75.697	268.652	-138.742	1127.485	-48.352	-209.978	657.049	-69.749	240.842	665.706
316	3.15000	247.920	182.177	1150.010	490.397	218.525	72.749	362.997	246.223	570.814	232.227	207.049	102.430	246.926	-185.432	107.446	355.143	-223.290	567.149	503.650	-202.923	75.438	266.196	-138.975	1128.437	-49.770	-209.748	657.515	-70.950	241.011	665.923
317	3.16000	245.797	183.078	1151.142	490.498	218.556	72.381	362.024	246.418	571.146	232.276	207.196	102.429	247.001	-185.787	107.462	354.090	-223.562	567.637	503.868	-202.709	74.711	264.073	-139.197	1129.748	-51.131	-209.523	658.490	-72.164	241.166	666.493
318	3.17000	243.975	183.925	1152.639	490.711	218.491	71.382	361.039	246.511	571.603	232.435	207.393	102.431	247.289	-186.193	107.446	353.130	-223.649	568.212	504.240	-202.331	73.170	262.027	-139.370	1131.451	-52.339	-209.300	659.709	-73.407	241.293	667.321
319	3.18000	242.145	184.663	1154.372	491.115	218.454	69.602	360.072	246.440	572.141	232.895	207.719	102.432	247.790	-186.621	107.488	352.222	-223.460	568.918	504.836	-201.841	71.010	260.069	-139.343	1133.286	-53.578	-209.089	661.070	-74.658	241.384	668.301
320	3.19000	240.245	185.283	1156.315	491.585	218.277	67.508	359.176	246.240	572.675	233.472	207.997	102.408	248.428	-186.926	107.552	351.500	-222.966	569.595	505.366	-201.474	69.048	258.054	-139.240	1135.268	-54.723	-208.911	662.309	-75.897	241.434	669.231
321	3.20000	238.201	185.755	1158.412	491.956	218.044	66.219	358.375	245.865	573.190	233.886	208.169	102.386	248.976	-187.183	107.591	350.886	-222.262	570.271	505.784	-201.308	67.351	255.953	-139.022	1137.378	-55.763	-208.810	663.429	-77.061	241.428	670.073
322	3.21000	235.886	186.153	1160.604	492.048	217.877	65.888	357.755	245.382	573.619	233.912	208.276	102.477	249.322	-187.304	107.595	350.562	-221.380	570.738	506.048	-201.049	66.147	253.623	-138.618	1139.581	-56.623	-208.799	664.373	-78.059	241.437	670.779
323	3.22000	233.306	186.404	1162.849	492.070	217.706	65.617	357.297	244.805	573.945	233.836	208.298	102.528	249.547	-187.412	107.660	350.348	-220.320	571.089	506.304	-200.648	65.164	251.058	-138.098	1141.817	-57.306	-208.731	665.162	-78.868	241.448	671.343
324	3.23000	230.591	186.633	1165.088	492.253	217.397	64.997	356.946	244.129	574.236	233.899	208.363	102.625	249.888	-187.538	107.745	350.275	-219.193	571.461	506.588	-200.290	63.878	248.239	-137.570	1144.060	-57.812	-208.670	665.730	-79.491	241.531	671.593
325	3.24000	227.641	186.843	1167.253	492.496	217.183	63.973	356.745	243.445	574.554	234.164	208.399	102.586	250.381	-187.521	107.756	350.334	-217.899	571.763	506.969	-199.989	62.283	245.097	-137.086	1146.093	-58.208	-208.579	666.160	-79.945	241.640	671.699
326	3.25000	224.523	187.023	1169.232	492.838	216.927	62.304	356.652	242.749	574.838	234.627	208.507	102.699	251.071	-187.647	107.848	350.516	-216.612	572.107	507.415	-199.801	60.168	241.818	-136.636	1148.126	-58.607	-208.531	666.385	-80.347	241.772	671.512
327	3.26000	221.235	187.229	1171.073	493.401	216.799	59.453	356.693	242.097	575.075	235.377	208.679	102.810	251.990	-187.665	107.912	350.808	-215.354	572.442	507.932	-199.626	57.382	238.212	-136.124	1149.999	-58.874	-208.418	666.337	-80.691	241.874	671.122
328	3.27000	217.704	187.390	1172.690	494.118	216.803	55.205	356.879	241.506	575.292	236.535	208.709	102.709	253.220	-187.631	107.955	351.218	-214.118	572.705	508.563	-199.599	53.996	234.510	-135.750	1151.662	-59.086	-208.341	666.095	-80.908	242.012	670.432
329	3.28000	213.968	187.508	1174.143	494.951	216.996	49.918	357.140	241.030	575.433	238.081	208.888	102.707	254.670	-187.422	108.009	351.667	-213.047	572.930	509.155	-199.667	50.339	230.611	-135.425	1153.225	-59.226	-208.200	665.520	-81.041	242.202	669.501
330	3.29000	210.013	187.608	1175.482	495.703	217.087	45.297	357.546	240.652	575.491	239.681	208.904	102.705	256.118	-186.987	108.108	352.135	-212.049	572.983	509.674	-199.834	47.638	226.497	-135.166	1154.636	-59.257	-208.039	664.698	-81.056	242.396	668.325
331	3.30000	205.894	187.701	1176.636	496.068	217.381	44.053	358.017	240.435	575.502	240.484	208.795	102.929	257.267	-186.578	108.226	352.739	-211.128	572.933	510.036	-200.031	46.119	222.212	-134.872	1155.965	-59.249	-207.831	663.647	-80.989	242.613	666.974
332	3.31000	201.678	187.794	1177.635	496.045	217.313	43.766	358.569	240.292	575.346	240.726	208.732	103.076	258.044	-186.273	108.421	353.371	-210.272	572.765	510.257	-200.075	45.353	217.630	-134.629	1157.237	-59.172	-207.742	662.390	-80.864	242.881	665.441
333	3.32000	197.397	187.902	1178.569	496.022	217.380	43.805	359.205	240.272	575.071	240.669	208.780	103.136	258.303	-186.088	108.507	354.038	-209.556	572.527	510.374	-200.131	44.996	212.930	-134.343	1158.396	-59.067	-207.663	660.951	-80.682	243.152	663.833
334	3.33000	193.046	187.984	1179.407	495.985	217.444	43.857	359.818	240.361	574.709	240.627	208.796	103.124	258.359	-186.034	108.533	354.651	-208.835	572.283	510.399	-200.124	44.812	208.632	-133.697	1159.080	-58.954	-207.565	659.436	-80.461	243.430	662.171
335	3.34000	188.751	188.054	1180.172	496.011	217.465	43.755	360.378	240.625	574.467	240.707	208.841	103.075	258.444	-186.025	108.564	355.368	-208.273	572.174	510.424	-200.110	44.665	203.968	-133.334	1159.985	-58.770	-207.495	657.895	-80.249	243.638	660.460
336	3.35000	184.453	188.190	1180.978	496.052	217.470	43.600	360.838	241.055	574.388	240.870	208.879	103.108	258.570	-186.042	108.662	355.908	-207.737	572.125	510.467	-200.074	44.436	199.349	-132.941	1160.796	-58.593	-207.308	656.454	-80.070	243.823	658.816
337	3.36000	180.220	188.347	1181.786	496.105	217.497	43.445	361.225	241.617	574.237	241.024	208.929	103.196	258.759	-186.006	108.750	356.419	-207.408	572.175	510.541	-200.045	44.086	194.751	-132.698	1161.665	-58.474	-207.118	655.252	-79.964	243.887	657.290
338	3.37000	176.070	188.604	1182.611	496.161	217.519	43.197	361.537	242.286	574.110	241.197	208.945	103.231	258.964	-186.000	108.867	356.841	-207.181	572.248	510.652	-199.965	43.650	190.246	-132.409	1162.587	-58.411	-206.866	654.318	-79.907	243.968	655.957
339	3.38000	172.076	188.838	1183.516	496.229	217.523	42.680	361.824	243.066	574.012	241.406	209.065	103.402	259.203	-185.961	109.045	357.191	-207.084	572.374	510.753	-199.873	43.141	185.858	-132.243	1163.552	-58.414	-206.622	653.641	-79.899	244.012	654.789
340	3.39000	168.222	189.151	1184.516	496.368	217.462	41.890	362.013	243.948	573.982	241.756	208.951	103.485	259.411	-185.960	109.184	357.488	-207.104	572.428	510.836	-199.787	42.688	181.697	-132.092	1164.733	-58.399	-206.373	653.052	-79.898	244.007	653.749
341	3.40000	164.509	189.523	1185.626	496.535	217.334	41.038	362.043	244.945	573.882	242.215	208.912	103.691	259.533	-185.936	109.331	357.737	-207.264	572.526	510.920	-199.752	42.351	177.693	-132.002	1165.816	-58.383	-206.184	652.651	-79.913	244.024	652.910
342	3.41000	160.821	189.953	1186.968	496.649	217.320	40.612	361.910	245.996	573.878	242.582	208.741	103.951	259.564	-185.957	109.454	357.810	-207.572	572.614	510.957	-199.742	42.174	173.880	-131.909	1166.995	-58.402	-206.008	652.284	-79.928	244.009	652.220
343	3.42000	157.234	190.367	1188.358	496.669	217.329	40.489	361.703	247.056	573.872	242.706	208.588	103.936	259.550	-185.929	109.489	357.751	-207.927	572.618	510.960	-199.755	42.096	170.254	-131.827	1168.284	-58.496	-205.858	652.038	-80.032	243.935	651.634
344	3.43000	154.364	190.828	1189.563	496.669	217.316	40.514	361.443	248.093	573.831	242.710	208.692	103.990	259.464	-185.936	109.554	357.566	-208.394	572.648	510.962	-199.753	42.085	166.673	-131.762	1169.579	-58.662	-205.762	651.849	-80.242	243.874	651.229
345	3.44000	151.162	191.156	1190.909	496.647	217.291	40.631	361.064	249.112	573.836	242.630	208.931	104.065	259.402	-185.912	109.579	357.359	-208.914	572.665	510.966	-199.749	42.099	163.255	-131.673	1170.833	-58.956	-205.613	651.629	-80.531	243.806	650.888
346	3.45000	148.091	191.522	1192.296	496.613	217.272	40.778	360.686	250.064	573.811	242.536	209.089	103.978	259.332	-185.914	109.598	357.048	-209.503	572.724	510.965	-199.735	42.125	159.899	-131.591	1172.068	-59.393	-205.515	651.362	-80.878	243.748	650.594
347	3.46000	145.075	191.843	1193.533	496.574	217.250	40.923	360.260	250.973	573.817	242.442	209.317	103.956	259.259	-185.931	109.608	356.684	-210.065	572.728	510.961	-199.739	42.124	156.675	-131.499	1173.182	-59.800	-205.361	651.122	-81.291	243.675	650.329
348	3.47000	142.057	192.265	1194.732	496.550	217.270	41.070	359.776	251.930	573.842	242.382	209.506	103.953	259.182	-185.948	109.621	356.260	-210.611	572.804	510.949	-199.735	42.156	153.503	-131.433	1174.271	-60.366	-205.362	650.794	-81.661	243.605	650.073
349	3.48000	139.172	192.592	1195.843	496.557	217.249	41.116	359.279	252.794	573.897	242.346	209.589	103.938	259.097	-185.998	109.633	355.834	-211.188	572.891	510.930	-199.732	42.199	150.411	-131.359	1175.223	-60.900	-205.306	650.485	-82.077	243.462	649.762
350	3.49000	136.341	192.884	1196.787	496.534	217.231	41.167	358.811	253.622	573.955	242.321	209.704	103.982	259.021	-186.027	109.646	355.356	-211.769	572.994	510.918	-199.760	42.244	147.468	-131.340	1176.189	-61.508	-205.343	650.129	-82.464	243.366	649.433
351	3.50000	133.515	193.015	1197.609	496.527	217.232	41.169	358.356	254.438	574.006	242.329	209.743	103.964	258.942	-186.021	109.609	354.895	-212.308	573.040	510.913	-199.754	42.281	144.501	-131.266	1177.007	-62.107	-205.310	649.618	-82.869	243.255	649.075
352	3.51000	130.754	193.220	1198.350	496.534	217.219	41.171	357.897	255.210	574.101	242.308	209.791	103.987	258.837	-186.022	109.604	354.347	-212.930	573.119	510.890	-199.768	42.340	141.586	-131.193	1177.741	-62.730	-205.383	649.046	-83.239	243.157	648.716
353	3.52000	128.058	193.365	1198.959	496.543	217.211	41.146	357.453	255.921	574.173	242.305	209.823	104.033	258.749	-186.054	109.606	353.885	-213.456	573.051	510.881	-199.771	42.376	138.720	-131.156	1178.364	-63.420	-205.496	648.490	-83.637	243.062	648.307
354	3.53000	125.475	193.507	1199.440	496.527	217.189	41.143	357.000	256.592	574.246	242.307	209.805	104.014	258.683	-186.054	109.550	353.373	-214.075	573.081	510.888	-199.771	42.376	136.020	-131.137	1178.843	-64.030	-205.569	647.819	-84.066	242.992	647.885
355	3.54000	122.971	193.648	1199.871	496.536	217.190	41.159	356.548	257.207	574.310	242.280	209.821	104.036	258.617	-186.076	109.548	352.904	-214.707	573.105	510.885	-199.785	42.339	133.379	-131.106	1179.290	-64.668	-205.683	647.233	-84.470	242.898	647.477
356	3.55000	120.588	193.769	1200.214	496.520	217.196	41.188	356.144	257.813	574.345	242.259	209.846	104.076	258.549	-186.140	109.499	352.449	-215.401	573.105	510.894	-199.794	42.311	130.944	-131.057	1179.714	-65.198	-205.841	646.588	-84.946	242.790	647.077
357	3.56000	118.368	193.868	1200.502	496.512	217.174	41.218	355.726	258.356	574.375	242.233	209.871	104.107	258.500	-186.172	109.513	351.936	-216.024	573.074	510.898	-199.829	42.303	128.634	-131.052	1180.122	-65.721	-205.907	646.011	-85.368	242.665	646.711
