NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:32:21
DATA_INCLUDED	Position
DATA_TYPES	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z

Frame	Time	KR_pos_X	KR_pos_Y	KR_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	LR_pos_X	LR_pos_Y	LR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	
484	4.83000	279.701	-145.822	594.012	219.390	219.168	1671.537	477.424	-211.614	35.955	217.442	-162.144	1655.031	223.196	-173.235	111.699	214.149	221.414	106.980	206.558	235.311	1047.534	282.823	203.508	590.028	218.018	-180.911	1043.338	469.784	247.710	34.477
485	4.84000	279.221	-145.665	593.966	218.886	219.259	1671.466	477.423	-211.612	35.978	216.957	-162.006	1655.070	223.165	-173.227	111.716	214.098	221.372	106.923	206.116	235.346	1047.476	282.327	203.459	589.975	217.621	-180.800	1043.328	469.769	247.692	34.521
486	4.85000	278.840	-145.473	593.918	218.363	219.385	1671.431	477.414	-211.618	35.972	216.393	-161.872	1655.070	223.158	-173.203	111.682	214.035	221.332	106.905	205.747	235.375	1047.412	282.010	203.403	589.946	217.181	-180.727	1043.252	469.765	247.707	34.576
487	4.86000	278.523	-145.412	593.904	217.851	219.484	1671.366	477.429	-211.594	35.979	215.856	-161.696	1655.126	223.148	-173.152	111.643	214.006	221.297	106.875	205.313	235.443	1047.357	281.775	203.314	589.911	216.802	-180.640	1043.195	469.746	247.704	34.616
488	4.87000	278.178	-145.375	593.936	217.309	219.580	1671.353	477.422	-211.612	35.973	215.320	-161.524	1655.155	223.165	-173.146	111.625	213.996	221.252	106.843	204.936	235.439	1047.280	281.675	203.235	589.871	216.308	-180.607	1043.137	469.729	247.685	34.665
489	4.88000	277.923	-145.385	593.908	216.753	219.666	1671.298	477.421	-211.604	35.972	214.818	-161.332	1655.148	223.155	-173.095	111.622	213.986	221.222	106.809	204.519	235.500	1047.284	281.663	203.274	589.880	215.836	-180.559	1043.099	469.732	247.692	34.694
490	4.89000	277.766	-145.387	593.886	216.212	219.841	1671.317	477.419	-211.601	35.973	214.366	-161.184	1655.086	223.150	-173.108	111.624	213.975	221.187	106.757	204.068	235.450	1047.211	281.761	203.307	589.830	215.299	-180.563	1043.106	469.735	247.696	34.716
491	4.90000	277.655	-145.446	593.882	215.635	219.912	1671.259	477.419	-211.600	35.962	213.861	-161.078	1655.016	223.146	-173.105	111.594	213.949	221.205	106.783	203.603	235.501	1047.175	281.932	203.380	589.822	214.802	-180.488	1043.054	469.716	247.685	34.741
492	4.91000	277.566	-145.523	593.889	215.088	219.971	1671.245	477.426	-211.602	35.963	213.386	-160.999	1654.947	223.163	-173.111	111.584	213.971	221.235	106.773	203.083	235.483	1047.092	282.166	203.489	589.822	214.270	-180.497	1043.067	469.728	247.693	34.746
493	4.92000	277.515	-145.566	593.888	214.542	220.027	1671.165	477.430	-211.599	35.943	212.894	-160.927	1654.903	223.171	-173.132	111.554	214.007	221.261	106.780	202.593	235.581	1047.047	282.467	203.627	589.825	213.727	-180.488	1043.022	469.726	247.669	34.737
494	4.93000	277.478	-145.615	593.871	213.933	220.139	1671.096	477.425	-211.593	35.946	212.433	-160.829	1654.880	223.190	-173.138	111.537	214.055	221.256	106.780	202.065	235.622	1046.951	282.752	203.672	589.843	213.145	-180.510	1043.010	469.744	247.670	34.714
495	4.94000	277.423	-145.643	593.835	213.310	220.247	1671.020	477.434	-211.608	35.940	211.930	-160.735	1654.836	223.207	-173.130	111.511	214.088	221.280	106.780	201.536	235.650	1046.809	282.982	203.717	589.805	212.522	-180.504	1042.958	469.744	247.680	34.687
496	4.95000	277.359	-145.641	593.773	212.667	220.337	1670.936	477.429	-211.626	35.914	211.424	-160.619	1654.768	223.225	-173.069	111.496	214.144	221.290	106.788	200.970	235.730	1046.698	283.136	203.721	589.762	211.927	-180.503	1042.867	469.747	247.670	34.658
497	4.96000	277.250	-145.646	593.725	212.009	220.366	1670.807	477.438	-211.604	35.881	210.921	-160.488	1654.706	223.260	-173.033	111.486	214.182	221.261	106.786	200.335	235.753	1046.562	283.216	203.778	589.746	211.274	-180.426	1042.755	469.753	247.667	34.649
498	4.97000	277.109	-145.667	593.711	211.367	220.406	1670.741	477.451	-211.606	35.862	210.349	-160.390	1654.692	223.294	-172.989	111.504	214.199	221.240	106.747	199.634	235.779	1046.419	283.241	203.868	589.731	210.571	-180.326	1042.662	469.760	247.651	34.641
499	4.98000	276.990	-145.737	593.739	210.705	220.478	1670.651	477.464	-211.614	35.833	209.796	-160.277	1654.695	223.328	-172.963	111.532	214.185	221.208	106.728	198.865	235.737	1046.279	283.189	203.869	589.677	209.896	-180.234	1042.540	469.766	247.661	34.654
500	4.99000	276.905	-145.713	593.718	210.059	220.552	1670.611	477.454	-211.614	35.775	209.255	-160.202	1654.683	223.380	-172.943	111.514	214.189	221.218	106.703	198.047	235.684	1046.178	283.097	203.925	589.649	209.189	-180.121	1042.433	469.761	247.663	34.663
501	5.00000	276.895	-145.719	593.688	209.433	220.638	1670.576	477.486	-211.619	35.738	208.707	-160.115	1654.664	223.444	-172.918	111.555	214.186	221.186	106.712	197.211	235.690	1046.024	283.007	204.001	589.651	208.427	-180.081	1042.345	469.757	247.638	34.655
502	5.01000	276.954	-145.729	593.696	208.781	220.698	1670.543	477.498	-211.639	35.710	208.144	-160.021	1654.679	223.518	-172.910	111.596	214.202	221.197	106.699	196.314	235.672	1045.890	282.910	204.106	589.665	207.672	-180.004	1042.238	469.761	247.648	34.626
503	5.02000	277.066	-145.745	593.700	208.157	220.730	1670.552	477.516	-211.618	35.658	207.612	-159.887	1654.668	223.611	-172.909	111.599	214.226	221.192	106.693	195.339	235.654	1045.803	282.824	204.191	589.658	206.878	-179.954	1042.148	469.756	247.647	34.641
504	5.03000	277.155	-145.767	593.690	207.537	220.768	1670.510	477.541	-211.646	35.597	207.036	-159.713	1654.688	223.703	-172.971	111.648	214.235	221.211	106.745	194.309	235.627	1045.694	282.777	204.344	589.692	206.052	-179.883	1042.065	469.760	247.649	34.641
505	5.04000	277.213	-145.833	593.711	206.923	220.788	1670.464	477.541	-211.633	35.567	206.491	-159.555	1654.746	223.748	-172.972	111.627	214.248	221.220	106.711	193.153	235.663	1045.595	282.733	204.469	589.720	205.191	-179.792	1041.981	469.755	247.628	34.616
506	5.05000	277.207	-145.927	593.730	206.315	220.854	1670.397	477.551	-211.631	35.539	205.932	-159.393	1654.811	223.767	-172.996	111.643	214.271	221.222	106.731	191.920	235.703	1045.504	282.742	204.694	589.776	204.275	-179.751	1041.892	469.756	247.622	34.627
507	5.06000	277.122	-146.071	593.714	205.730	220.904	1670.364	477.555	-211.637	35.526	205.448	-159.226	1654.825	223.789	-173.040	111.649	214.279	221.254	106.727	190.595	235.734	1045.464	282.731	204.911	589.783	203.309	-179.643	1041.781	469.768	247.630	34.627
508	5.07000	277.047	-146.210	593.743	205.160	220.938	1670.327	477.561	-211.629	35.505	205.061	-159.169	1654.811	223.810	-173.057	111.647	214.298	221.284	106.713	189.183	235.720	1045.334	282.735	205.145	589.754	202.273	-179.610	1041.654	469.768	247.633	34.614
509	5.08000	277.003	-146.305	593.693	204.610	220.956	1670.258	477.559	-211.624	35.495	204.611	-158.939	1654.788	223.834	-173.074	111.676	214.292	221.303	106.710	187.678	235.784	1045.171	282.729	205.438	589.753	201.130	-179.580	1041.576	469.762	247.631	34.629
510	5.09000	276.994	-146.317	593.663	204.116	220.990	1670.242	477.567	-211.648	35.484	204.200	-158.812	1654.708	223.866	-173.073	111.681	214.316	221.313	106.651	186.066	235.810	1044.935	282.761	205.688	589.747	199.888	-179.528	1041.441	469.759	247.631	34.653
511	5.10000	277.052	-146.349	593.598	203.664	220.976	1670.228	477.570	-211.648	35.473	203.829	-158.700	1654.634	223.935	-173.080	111.707	214.351	221.320	106.617	184.387	235.918	1044.634	282.862	205.964	589.739	198.536	-179.517	1041.298	469.755	247.624	34.666
512	5.11000	277.149	-146.358	593.532	203.281	220.882	1670.197	477.589	-211.624	35.466	203.571	-158.572	1654.585	224.001	-173.090	111.698	214.390	221.353	106.571	182.619	236.019	1044.294	283.033	206.237	589.747	197.013	-179.515	1041.181	469.750	247.619	34.704
513	5.12000	277.456	-145.709	593.226	202.993	220.810	1670.102	477.590	-211.642	35.462	203.341	-158.415	1654.490	224.071	-173.103	111.682	214.444	221.375	106.527	180.766	236.197	1043.962	283.189	206.538	589.803	195.329	-179.492	1041.002	469.756	247.604	34.736
514	5.13000	277.519	-146.001	593.193	202.805	220.755	1669.996	477.587	-211.608	35.477	203.210	-158.241	1654.299	224.122	-173.140	111.616	214.487	221.446	106.466	178.817	236.293	1043.615	283.292	206.824	589.847	193.481	-179.498	1040.797	469.740	247.604	34.770
515	5.14000	277.539	-146.377	593.150	202.614	220.654	1669.822	477.578	-211.609	35.519	203.126	-158.036	1654.088	224.156	-173.225	111.549	214.518	221.501	106.392	176.760	236.379	1043.294	283.276	207.183	589.916	191.532	-179.409	1040.514	469.725	247.599	34.869
516	5.15000	277.549	-146.793	593.087	202.484	220.601	1669.596	477.568	-211.604	35.556	203.026	-157.799	1653.836	224.185	-173.362	111.518	214.482	221.547	106.320	174.636	236.546	1042.960	283.166	207.646	589.946	189.469	-179.275	1040.138	469.694	247.593	34.990
517	5.16000	277.536	-147.246	593.063	202.340	220.564	1669.356	477.551	-211.598	35.603	202.928	-157.590	1653.508	224.217	-173.459	111.441	214.444	221.622	106.264	172.451	236.837	1042.625	283.067	208.109	589.896	187.379	-179.207	1039.702	469.664	247.571	35.128
518	5.17000	277.571	-147.711	593.046	202.231	220.503	1669.065	477.536	-211.576	35.658	202.822	-157.436	1653.159	224.239	-173.527	111.397	214.441	221.689	106.143	170.168	237.318	1042.275	283.077	208.635	589.852	185.197	-179.127	1039.237	469.614	247.523	35.301
519	5.18000	277.732	-148.107	592.975	202.106	220.507	1668.744	477.524	-211.554	35.702	202.715	-157.268	1652.788	224.322	-173.568	111.372	214.420	221.778	106.083	167.823	237.902	1041.820	283.274	209.134	589.764	182.985	-179.103	1038.724	469.561	247.492	35.484
520	5.19000	277.962	-148.460	592.971	202.067	220.449	1668.344	477.514	-211.537	35.759	202.677	-157.121	1652.320	224.502	-173.618	111.343	214.468	221.861	105.995	165.381	238.503	1041.260	283.577	209.629	589.738	180.736	-179.178	1038.155	469.528	247.479	35.633
521	5.20000	278.294	-148.830	592.936	202.099	220.430	1667.920	477.495	-211.530	35.831	202.702	-156.932	1651.801	224.654	-173.733	111.281	214.481	221.947	105.898	162.857	238.934	1040.670	283.852	210.261	589.683	178.347	-179.348	1037.641	469.500	247.485	35.853
522	5.21000	278.609	-149.280	592.863	202.251	220.275	1667.420	477.464	-211.517	35.955	202.907	-156.865	1651.205	224.726	-173.869	111.199	214.443	222.085	105.743	160.163	239.184	1040.073	284.058	211.053	589.705	175.855	-179.429	1037.072	469.464	247.492	36.077
523	5.22000	279.000	-149.914	592.698	202.492	220.157	1666.828	477.420	-211.480	36.068	203.000	-156.498	1650.422	224.687	-174.068	111.068	214.341	222.219	105.582	157.372	239.365	1039.522	284.209	211.797	589.569	173.213	-179.425	1036.487	469.413	247.450	36.351
524	5.23000	279.455	-150.618	592.565	202.743	220.011	1666.126	477.380	-211.453	36.230	203.223	-156.250	1649.513	224.637	-174.264	110.959	214.180	222.372	105.483	154.189	239.249	1038.761	284.442	212.764	589.517	170.429	-179.383	1035.841	469.342	247.410	36.674
525	5.24000	280.036	-151.307	592.411	203.018	219.917	1665.370	477.347	-211.426	36.357	203.519	-156.094	1648.584	224.612	-174.418	110.842	214.025	222.568	105.409	151.248	239.547	1038.065	284.820	213.715	589.442	167.607	-179.334	1035.052	469.275	247.397	36.954
526	5.25000	280.685	-152.056	592.459	203.280	219.733	1664.440	477.328	-211.388	36.485	203.672	-155.849	1647.630	224.680	-174.535	110.736	213.981	222.711	105.328	148.646	240.367	1037.495	285.412	214.758	589.398	164.771	-179.360	1034.158	469.236	247.382	37.162
527	5.26000	281.296	-152.719	592.310	203.525	219.595	1663.454	477.300	-211.358	36.624	203.763	-155.492	1646.679	224.763	-174.592	110.671	214.014	222.820	105.275	145.730	241.006	1036.567	286.217	215.805	589.280	161.935	-179.463	1033.174	469.208	247.354	37.347
528	5.27000	281.973	-153.430	592.197	203.750	219.445	1662.406	477.282	-211.349	36.795	203.902	-155.193	1645.623	224.853	-174.565	110.650	214.095	222.939	105.215	142.858	241.713	1035.462	287.159	216.919	589.205	159.134	-179.644	1032.117	469.201	247.373	37.465
529	5.28000	282.639	-154.251	592.067	204.075	219.271	1661.215	477.249	-211.339	36.966	204.175	-154.965	1644.442	224.901	-174.524	110.574	214.121	223.066	105.137	140.011	242.480	1034.348	288.217	218.149	589.013	156.349	-179.872	1030.978	469.164	247.332	37.649
530	5.29000	283.256	-155.215	591.801	204.405	219.074	1659.878	477.205	-211.319	37.180	204.490	-154.492	1643.020	224.822	-174.566	110.469	214.063	223.222	105.061	137.057	242.993	1033.115	289.419	219.609	588.918	153.514	-180.038	1029.858	469.125	247.296	37.878
531	5.30000	284.050	-156.316	591.574	204.793	218.882	1658.366	477.161	-211.299	37.376	204.992	-154.223	1641.441	224.724	-174.712	110.376	213.989	223.396	105.068	133.919	243.371	1031.836	290.788	221.217	588.872	150.557	-180.170	1028.811	469.055	247.276	38.117
532	5.31000	285.075	-157.559	591.389	205.283	218.708	1656.664	477.138	-211.242	37.523	205.553	-153.792	1639.544	224.729	-174.879	110.297	214.035	223.596	105.070	130.527	243.614	1030.419	292.297	222.898	588.835	147.465	-180.235	1027.634	469.035	247.276	38.277
533	5.32000	286.391	-158.830	591.408	205.788	218.569	1654.823	477.122	-211.237	37.633	206.014	-153.473	1637.558	224.869	-175.075	110.200	214.160	223.812	105.087	127.099	243.901	1028.882	293.763	224.528	588.700	144.301	-180.144	1026.229	469.041	247.266	38.312
534	5.33000	287.746	-160.103	591.213	206.326	218.345	1652.741	477.124	-211.248	37.690	206.558	-153.178	1635.190	225.054	-175.203	110.134	214.355	223.958	105.010	123.656	244.323	1027.124	295.066	226.126	588.463	141.069	-180.222	1024.649	469.059	247.275	38.263
535	5.34000	289.187	-161.510	590.980	206.914	218.170	1650.533	477.109	-211.222	37.755	207.038	-152.846	1632.827	225.219	-175.321	110.093	214.487	224.052	104.905	120.176	244.889	1025.111	296.138	227.628	588.123	137.862	-180.432	1022.891	469.076	247.259	38.243
536	5.35000	290.762	-163.113	590.671	207.537	217.990	1648.149	477.105	-211.193	37.896	207.437	-152.443	1630.254	225.292	-175.425	110.074	214.513	224.092	104.849	116.676	245.513	1022.923	297.115	229.167	587.709	134.641	-180.739	1020.956	469.071	247.227	38.310
537	5.36000	292.533	-164.810	590.341	208.180	217.811	1645.614	477.055	-211.157	38.067	207.849	-152.063	1627.530	225.255	-175.543	110.122	214.470	224.161	104.764	113.257	246.263	1020.716	298.144	230.781	587.380	131.399	-180.944	1018.791	469.021	247.188	38.464
538	5.37000	294.674	-166.500	590.056	208.951	217.591	1642.830	477.025	-211.127	38.207	208.280	-151.687	1624.590	225.214	-175.774	110.265	214.389	224.310	104.715	109.789	247.055	1018.531	299.418	232.422	587.097	127.991	-181.147	1016.534	468.979	247.159	38.647
539	5.38000	296.863	-167.970	590.001	209.738	217.272	1639.758	477.044	-211.139	38.172	208.751	-151.257	1621.344	225.394	-176.024	110.344	214.385	224.523	104.693	106.216	247.654	1016.302	301.036	233.972	586.831	124.351	-181.211	1014.149	468.968	247.168	38.707
540	5.39000	298.642	-169.157	590.020	210.575	216.910	1636.387	477.075	-211.183	38.115	209.317	-150.838	1617.788	225.716	-176.198	110.247	214.669	224.758	104.610	102.253	247.881	1013.827	302.764	235.558	586.712	120.469	-181.325	1011.624	469.012	247.185	38.570
541	5.40000	299.859	-170.279	589.768	211.441	216.521	1632.735	477.090	-211.146	38.085	209.894	-150.423	1613.965	226.050	-176.212	110.044	214.922	224.926	104.508	98.342	248.202	1011.203	304.407	237.150	586.421	116.577	-181.425	1008.901	469.067	247.217	38.411
542	5.41000	300.600	-171.443	589.249	212.217	216.142	1628.962	477.074	-211.150	38.117	210.461	-150.112	1610.026	226.249	-176.172	109.858	215.054	224.997	104.440	94.318	248.457	1008.265	305.890	238.723	585.912	112.854	-181.433	1005.873	469.063	247.218	38.348
543	5.42000	301.498	-172.255	588.484	212.922	215.772	1625.135	477.028	-211.132	38.289	211.070	-149.817	1605.898	226.325	-176.061	109.660	215.051	225.064	104.404	90.240	248.796	1005.113	307.375	240.292	585.332	109.167	-181.284	1002.603	469.036	247.163	38.491
544	5.43000	302.714	-173.180	587.886	213.562	215.492	1621.313	476.977	-211.102	38.505	211.639	-149.621	1601.853	226.281	-175.975	109.594	214.962	225.223	104.430	86.112	249.167	1001.652	309.042	241.936	584.731	105.481	-181.078	999.412	468.993	247.136	38.767
545	5.44000	304.392	-174.162	587.630	214.106	215.179	1617.350	476.928	-211.004	38.761	212.221	-149.347	1597.554	226.221	-176.037	109.670	214.892	225.383	104.475	81.943	249.588	998.071	310.827	243.457	584.331	101.843	-181.103	996.331	468.927	247.066	39.088
546	5.45000	306.580	-175.128	587.432	214.666	214.797	1613.141	476.905	-210.833	38.969	212.674	-148.870	1593.072	226.186	-176.170	109.785	214.900	225.586	104.397	77.851	250.098	994.423	312.476	244.670	584.029	98.058	-181.206	993.303	468.910	247.045	39.293
547	5.46000	308.872	-176.051	587.340	215.251	214.393	1608.660	476.911	-210.810	39.066	213.133	-148.263	1588.314	226.313	-176.334	109.834	215.008	225.696	104.274	73.895	250.629	990.769	313.844	245.710	583.536	94.210	-181.244	990.144	468.925	247.053	39.344
548	5.47000	310.732	-176.902	587.139	215.886	214.011	1603.861	476.934	-210.870	39.002	213.630	-147.556	1583.317	226.673	-176.385	109.696	215.108	225.759	104.168	70.060	250.974	986.989	315.128	246.722	582.956	90.344	-181.043	986.547	468.920	247.025	39.390
549	5.48000	312.078	-177.873	586.622	216.556	213.618	1598.798	476.950	-210.868	38.996	214.133	-146.925	1578.252	226.935	-176.312	109.559	215.114	225.748	104.060	66.323	251.282	983.293	316.548	247.642	582.322	86.431	-180.648	982.441	468.910	246.977	39.507
550	5.49000	313.229	-178.752	585.781	217.213	213.289	1593.601	477.003	-210.722	39.040	214.659	-146.350	1572.934	227.042	-176.248	109.462	215.062	225.793	104.027	62.604	251.437	979.461	318.199	248.606	581.746	82.472	-180.141	977.934	468.857	246.906	39.717
551	5.50000	314.471	-179.638	585.080	217.841	213.011	1588.306	477.061	-210.597	39.277	215.213	-145.901	1567.506	227.003	-176.184	109.431	214.940	225.936	104.024	58.814	251.624	975.479	320.183	249.675	581.323	78.497	-179.933	973.390	468.784	246.827	40.072
552	5.51000	315.985	-180.488	584.720	218.369	212.680	1582.909	476.963	-210.539	39.594	215.690	-145.528	1561.949	226.850	-176.206	109.474	214.810	226.201	104.101	54.892	251.858	971.231	322.245	250.744	581.020	74.470	-180.111	969.061	468.722	246.825	40.457
553	5.52000	317.909	-181.389	584.574	218.695	212.265	1577.231	476.703	-210.628	40.115	216.060	-144.968	1556.134	226.703	-176.317	109.578	214.788	226.429	104.111	50.983	252.993	967.173	324.041	251.680	580.696	70.487	-180.505	964.877	468.697	246.909	40.636
554	5.53000	319.958	-182.286	584.420	218.918	211.789	1571.285	476.630	-210.527	40.454	216.316	-144.328	1550.063	226.614	-176.433	109.641	214.908	226.524	104.030	47.054	253.355	962.366	325.642	252.482	580.158	66.552	-180.779	960.566	468.720	246.959	40.606
555	5.54000	321.840	-183.185	584.068	219.107	211.358	1565.067	476.620	-210.563	40.564	216.417	-143.626	1543.854	226.733	-176.504	109.620	215.068	226.491	103.951	43.314	253.606	957.295	327.313	253.213	579.426	62.716	-180.978	956.137	468.729	246.941	40.541
556	5.55000	323.420	-184.213	583.313	219.243	211.022	1558.658	476.623	-210.617	40.551	216.415	-142.823	1537.526	227.007	-176.472	109.410	215.144	226.439	103.853	39.701	253.866	952.037	329.079	253.812	578.630	58.936	-180.826	951.053	468.725	246.894	40.626
557	5.56000	325.002	-185.155	582.465	219.367	210.779	1552.051	476.608	-210.594	40.737	216.195	-142.080	1531.204	227.173	-176.440	109.328	215.075	226.472	103.882	36.194	254.124	946.707	331.123	254.406	577.875	55.278	-180.690	945.645	468.680	246.869	40.888
558	5.57000	326.825	-186.118	581.814	219.423	210.582	1545.300	476.552	-210.608	41.065	216.059	-141.473	1524.598	227.160	-176.421	109.276	215.007	226.554	103.913	32.780	254.375	941.228	333.222	254.833	577.151	51.716	-180.903	940.101	468.610	246.859	41.238
559	5.58000	328.787	-187.102	581.285	219.387	210.416	1538.349	476.448	-210.647	41.638	215.815	-140.853	1517.843	226.971	-176.501	109.283	214.975	226.633	103.962	29.350	254.649	935.661	335.263	255.255	576.659	48.270	-181.393	934.407	468.569	246.858	41.509
560	5.59000	330.818	-188.128	580.784	219.220	210.230	1531.213	476.392	-210.622	42.004	215.512	-140.197	1510.778	226.871	-176.583	109.298	215.040	226.607	103.965	25.836	254.911	929.923	337.212	255.639	576.082	44.880	-181.935	928.610	468.564	246.878	41.632
561	5.60000	332.760	-189.083	580.182	218.941	209.994	1523.876	476.357	-210.668	42.251	215.130	-139.526	1503.614	226.901	-176.658	109.229	215.132	226.562	103.961	22.291	255.112	923.932	339.118	255.967	575.445	41.623	-182.225	922.566	468.578	246.846	41.700
562	5.61000	334.658	-190.051	579.439	218.561	209.759	1516.375	476.336	-210.755	42.368	214.701	-138.866	1496.285	227.055	-176.786	109.172	215.184	226.509	103.899	18.799	255.326	917.775	341.153	256.321	574.726	38.360	-182.531	916.389	468.550	246.819	41.894
563	5.62000	336.483	-190.948	578.654	218.070	209.543	1508.763	476.309	-210.782	42.491	214.218	-138.277	1488.855	227.233	-176.843	109.040	215.146	226.487	103.873	15.330	255.431	911.348	343.385	256.632	573.923	35.269	-182.801	909.983	468.502	246.763	42.181
564	5.63000	338.348	-191.802	577.824	217.429	209.314	1501.090	476.242	-210.814	42.890	213.660	-137.714	1481.327	227.249	-176.885	108.942	215.066	226.530	103.860	12.014	255.635	904.866	345.545	257.057	573.315	32.187	-183.202	903.474	468.440	246.825	42.541
565	5.64000	340.349	-192.600	577.053	216.648	209.129	1493.352	476.200	-210.675	43.502	212.986	-137.191	1473.743	227.154	-176.756	108.728	215.023	226.504	103.782	8.860	255.733	898.293	347.654	257.484	572.687	29.180	-183.513	896.934	468.392	246.874	42.814
566	5.65000	342.372	-193.449	576.342	215.678	208.945	1485.514	476.094	-210.618	44.154	212.233	-136.633	1466.056	226.988	-176.852	108.693	215.038	226.423	103.583	5.790	255.926	891.668	349.558	257.865	572.105	26.241	-183.801	890.251	468.353	246.877	43.095
567	5.66000	344.413	-194.136	575.636	214.604	208.743	1477.582	476.067	-210.494	44.633	211.363	-136.055	1458.350	226.907	-176.860	108.659	214.938	225.711	102.698	2.930	256.266	885.067	351.452	258.284	571.429	23.459	-184.154	883.447	468.308	246.896	43.390
568	5.67000	346.458	-195.871	575.472	213.367	208.583	1469.577	476.025	-210.589	44.843	210.377	-135.580	1450.638	227.016	-176.870	108.578	215.166	226.767	103.971	0.194	256.793	878.567	353.344	258.620	570.707	20.705	-184.515	876.472	468.280	246.918	43.615
569	5.68000	348.440	-196.285	574.568	212.011	208.397	1461.618	476.036	-210.641	44.985	209.264	-135.160	1442.848	227.179	-176.810	108.472	215.154	226.768	103.945	-2.376	257.119	871.933	355.205	258.975	570.016	18.066	-184.849	869.301	468.280	246.886	43.923
570	5.69000	350.390	-196.721	573.613	210.550	208.180	1453.715	476.050	-210.667	45.137	207.990	-134.776	1435.031	227.337	-176.735	108.427	215.129	226.745	103.895	-4.857	257.392	865.217	357.109	259.378	569.351	15.655	-185.084	862.038	468.285	246.800	44.250
571	5.70000	352.325	-197.111	572.658	209.005	207.939	1445.881	476.022	-210.736	45.480	206.703	-134.600	1427.279	227.346	-176.880	108.543	215.052	226.791	103.921	-7.299	257.782	858.537	358.890	259.942	568.683	13.342	-185.336	854.859	468.100	246.897	44.753
572	5.71000	354.183	-197.532	571.750	207.352	207.601	1438.062	475.973	-210.727	45.914	205.287	-134.396	1419.439	227.300	-176.802	108.512	214.955	226.845	103.928	-9.653	258.201	851.828	360.680	260.262	568.024	11.177	-185.544	847.797	467.989	246.920	45.304
573	5.72000	356.057	-197.925	570.819	205.578	207.201	1430.301	475.926	-210.634	46.392	203.658	-134.066	1411.524	227.254	-176.697	108.501	214.872	226.913	103.948	-11.979	258.582	845.076	362.442	260.669	567.402	9.113	-185.735	840.751	467.906	247.063	45.755
574	5.73000	357.897	-198.291	569.859	203.653	206.739	1422.560	475.871	-210.664	46.824	202.046	-133.866	1403.635	227.248	-176.604	108.451	214.869	226.897	103.851	-14.278	258.986	838.298	364.153	261.114	566.759	7.183	-185.922	833.757	467.806	247.212	46.148
575	5.74000	359.568	-198.757	569.003	201.658	206.249	1414.934	475.833	-210.746	47.029	200.355	-133.839	1396.098	227.319	-176.486	108.356	214.869	226.866	103.820	-16.493	259.425	831.509	365.795	261.656	566.080	5.356	-186.034	826.711	467.614	247.353	46.602
576	5.75000	361.259	-199.251	568.085	199.521	205.740	1407.444	475.821	-210.796	47.135	198.458	-133.692	1388.400	227.455	-176.353	108.297	214.830	226.888	103.766	-18.631	259.838	824.678	367.333	262.197	565.433	3.622	-186.151	819.757	467.568	247.349	47.161
577	5.76000	362.773	-199.815	567.211	197.355	205.212	1400.097	475.816	-210.842	47.292	196.431	-133.681	1380.966	227.516	-176.241	108.263	214.675	226.871	103.642	-20.780	260.292	817.912	368.727	262.733	564.738	1.991	-186.263	812.779	467.426	247.496	47.980
578	5.77000	364.260	-200.295	566.336	195.088	204.669	1392.853	475.779	-210.996	47.518	194.535	-133.842	1373.883	227.540	-176.172	108.228	214.528	226.917	103.546	-22.914	260.706	811.101	370.054	263.343	564.269	0.453	-186.311	805.918	467.267	247.722	48.848
579	5.78000	365.554	-200.710	565.567	192.775	204.093	1385.734	475.673	-211.208	47.951	192.436	-133.926	1366.544	227.481	-176.119	108.209	214.431	226.904	103.448	-25.061	261.167	804.424	371.297	263.855	563.709	-1.110	-186.364	799.052	467.135	247.920	49.562
580	5.79000	366.775	-200.984	564.867	190.402	203.551	1378.765	475.603	-211.262	48.395	190.263	-134.130	1359.462	227.435	-176.002	108.178	214.377	226.875	103.337	-27.205	261.287	797.485	372.369	264.259	563.205	-2.601	-186.330	792.275	467.045	248.016	50.239
581	5.80000	367.867	-201.151	564.234	188.014	202.954	1371.978	475.532	-211.340	48.709	187.922	-134.276	1352.070	227.426	-175.822	108.144	214.326	226.943	103.303	-29.271	261.789	790.893	373.347	264.617	562.722	-4.125	-186.330	785.724	466.978	247.959	50.732
