NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:35:44
DATA_INCLUDED	Position
DATA_TYPES	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z

Frame	Time	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	
81	0.80000	200.029	-150.070	109.538	233.116	-192.864	1038.299	193.790	-164.142	1659.508	259.154	-134.968	591.783	178.170	199.728	105.990	210.243	225.043	1047.744	458.341	-169.027	39.131	436.197	218.385	39.425	175.957	182.184	1673.696	259.042	184.772	587.729
82	0.81000	200.045	-150.056	109.533	233.099	-192.859	1038.302	193.752	-164.110	1659.486	259.116	-134.969	591.785	178.139	199.751	105.972	210.205	225.040	1047.734	458.346	-169.030	39.122	436.187	218.369	39.453	175.842	182.262	1673.596	258.924	184.747	587.720
83	0.82000	200.059	-150.044	109.509	233.087	-192.881	1038.316	193.709	-164.066	1659.486	259.082	-134.973	591.760	178.074	199.762	105.983	210.159	225.028	1047.729	458.360	-169.035	39.092	436.165	218.367	39.497	175.761	182.295	1673.562	258.863	184.748	587.706
84	0.83000	200.084	-150.040	109.550	233.069	-192.870	1038.286	193.681	-164.036	1659.503	259.063	-134.956	591.791	178.074	199.744	105.965	210.090	225.002	1047.715	458.364	-169.030	39.068	436.171	218.360	39.491	175.688	182.374	1673.592	258.831	184.721	587.694
85	0.84000	200.081	-150.073	109.545	233.054	-192.896	1038.313	193.634	-163.981	1659.527	258.957	-134.992	591.789	178.101	199.726	105.965	210.009	224.933	1047.709	458.364	-169.046	39.051	436.170	218.382	39.471	175.634	182.382	1673.574	258.788	184.725	587.716
86	0.85000	200.106	-150.064	109.529	233.070	-192.930	1038.326	193.663	-163.951	1659.540	258.912	-134.964	591.813	178.138	199.705	105.970	209.917	224.940	1047.718	458.366	-169.052	39.043	436.184	218.383	39.445	175.582	182.427	1673.563	258.772	184.696	587.709
87	0.86000	200.080	-150.062	109.538	233.080	-192.967	1038.325	193.661	-163.930	1659.552	258.798	-134.957	591.807	178.178	199.701	105.979	209.815	224.882	1047.728	458.367	-169.033	39.046	436.189	218.384	39.395	175.506	182.452	1673.505	258.747	184.704	587.746
88	0.87000	200.054	-150.075	109.519	233.093	-193.013	1038.329	193.678	-163.910	1659.586	258.690	-134.928	591.804	178.216	199.665	105.969	209.731	224.808	1047.733	458.362	-169.026	39.041	436.200	218.392	39.372	175.451	182.464	1673.508	258.718	184.659	587.751
89	0.88000	200.033	-150.076	109.537	233.101	-193.047	1038.354	193.690	-163.908	1659.647	258.558	-134.969	591.834	178.221	199.660	106.008	209.653	224.792	1047.749	458.350	-169.030	39.042	436.212	218.396	39.378	175.343	182.468	1673.529	258.690	184.626	587.779
90	0.89000	200.004	-150.108	109.574	233.088	-193.097	1038.349	193.741	-163.895	1659.662	258.432	-135.043	591.822	178.258	199.629	106.010	209.607	224.737	1047.759	458.350	-169.046	39.065	436.228	218.415	39.378	175.279	182.470	1673.494	258.624	184.584	587.779
91	0.90000	199.992	-150.131	109.550	233.085	-193.136	1038.360	193.753	-163.918	1659.687	258.331	-135.002	591.818	178.247	199.631	106.028	209.571	224.667	1047.745	458.350	-169.046	39.076	436.203	218.413	39.375	175.243	182.441	1673.426	258.553	184.518	587.774
92	0.91000	199.968	-150.152	109.544	233.074	-193.186	1038.384	193.758	-163.908	1659.695	258.269	-135.055	591.813	178.244	199.608	106.017	209.534	224.617	1047.739	458.349	-169.030	39.077	436.200	218.408	39.405	175.156	182.406	1673.500	258.458	184.461	587.778
93	0.92000	199.967	-150.150	109.525	233.063	-193.230	1038.400	193.768	-163.930	1659.726	258.191	-135.055	591.782	178.220	199.587	106.015	209.516	224.580	1047.728	458.357	-169.041	39.076	436.192	218.397	39.449	175.053	182.404	1673.525	258.377	184.380	587.749
94	0.93000	199.977	-150.147	109.515	233.070	-193.279	1038.379	193.755	-163.929	1659.737	258.133	-135.095	591.784	178.195	199.575	105.997	209.486	224.551	1047.722	458.351	-169.029	39.034	436.184	218.400	39.467	174.993	182.298	1673.461	258.335	184.332	587.724
95	0.94000	199.980	-150.166	109.542	233.073	-193.301	1038.370	193.773	-163.956	1659.710	258.101	-135.077	591.788	178.156	199.554	105.977	209.453	224.496	1047.706	458.352	-169.032	39.020	436.166	218.390	39.521	174.882	182.316	1673.536	258.318	184.330	587.718
96	0.95000	199.975	-150.157	109.494	233.085	-193.342	1038.370	193.779	-163.974	1659.738	258.066	-135.089	591.812	178.138	199.542	105.990	209.431	224.463	1047.697	458.368	-169.047	39.009	436.157	218.376	39.560	174.802	182.272	1673.485	258.324	184.258	587.680
97	0.96000	199.997	-150.164	109.502	233.119	-193.372	1038.371	193.788	-164.005	1659.701	258.044	-135.071	591.775	178.119	199.543	105.992	209.400	224.426	1047.713	458.377	-169.043	38.976	436.147	218.380	39.588	174.682	182.274	1673.467	258.385	184.253	587.690
98	0.97000	200.023	-150.144	109.484	233.149	-193.427	1038.361	193.766	-164.034	1659.756	257.965	-135.071	591.808	178.132	199.507	105.963	209.354	224.396	1047.735	458.378	-169.065	38.948	436.146	218.378	39.567	174.622	182.196	1673.430	258.472	184.249	587.689
99	0.98000	200.022	-150.157	109.491	233.205	-193.482	1038.367	193.765	-164.065	1659.772	257.919	-135.082	591.796	178.167	199.533	105.973	209.315	224.380	1047.740	458.382	-169.046	38.921	436.155	218.398	39.557	174.510	182.200	1673.431	258.533	184.268	587.713
100	0.99000	200.001	-150.185	109.485	233.264	-193.525	1038.345	193.748	-164.076	1659.773	257.815	-135.092	591.763	178.205	199.529	105.974	209.293	224.345	1047.750	458.379	-169.048	38.921	436.163	218.402	39.541	174.431	182.121	1673.356	258.582	184.250	587.733
101	1.00000	199.991	-150.167	109.483	233.331	-193.568	1038.336	193.721	-164.115	1659.782	257.656	-135.043	591.714	178.211	199.537	106.048	209.278	224.326	1047.756	458.368	-169.051	38.940	436.176	218.389	39.524	174.331	182.115	1673.302	258.609	184.275	587.775
102	1.01000	199.975	-150.194	109.489	233.400	-193.583	1038.317	193.706	-164.124	1659.802	257.538	-134.989	591.663	178.232	199.511	106.050	209.243	224.292	1047.754	458.356	-169.034	38.954	436.165	218.409	39.522	174.219	182.111	1673.266	258.579	184.272	587.785
103	1.02000	199.957	-150.166	109.483	233.444	-193.588	1038.305	193.686	-164.144	1659.828	257.444	-134.991	591.651	178.221	199.511	106.023	209.244	224.268	1047.744	458.356	-169.047	38.987	436.163	218.396	39.546	174.160	182.066	1673.287	258.566	184.267	587.760
104	1.03000	199.930	-150.168	109.469	233.520	-193.579	1038.293	193.642	-164.152	1659.860	257.392	-134.933	591.614	178.236	199.509	106.034	209.231	224.257	1047.751	458.359	-169.011	38.996	436.154	218.402	39.557	174.078	182.025	1673.311	258.586	184.268	587.764
105	1.04000	199.908	-150.183	109.489	233.559	-193.582	1038.300	193.593	-164.170	1659.848	257.395	-134.978	591.630	178.225	199.506	106.056	209.223	224.211	1047.705	458.360	-169.035	38.981	436.154	218.409	39.588	173.948	182.037	1673.230	258.602	184.243	587.763
106	1.05000	199.942	-150.171	109.478	233.613	-193.576	1038.278	193.558	-164.214	1659.845	257.450	-134.936	591.625	178.227	199.492	106.035	209.192	224.183	1047.692	458.374	-169.037	38.952	436.131	218.411	39.621	173.859	181.981	1673.176	258.669	184.258	587.761
107	1.06000	199.986	-150.147	109.487	233.635	-193.592	1038.298	193.519	-164.243	1659.825	257.505	-134.931	591.618	178.240	199.490	106.077	209.167	224.183	1047.692	458.392	-169.049	38.902	436.139	218.431	39.664	173.793	181.919	1673.149	258.745	184.230	587.753
108	1.07000	200.040	-150.135	109.489	233.682	-193.594	1038.289	193.457	-164.265	1659.818	257.632	-134.870	591.637	178.247	199.463	106.068	209.146	224.165	1047.691	458.413	-169.054	38.829	436.126	218.429	39.704	173.677	181.940	1673.128	258.830	184.249	587.760
109	1.08000	200.091	-150.118	109.463	233.710	-193.627	1038.296	193.420	-164.271	1659.826	257.700	-134.985	591.691	178.242	199.462	106.038	209.123	224.141	1047.669	458.417	-169.052	38.789	436.113	218.440	39.769	173.585	181.927	1673.069	258.933	184.268	587.737
110	1.09000	200.133	-150.108	109.485	233.749	-193.631	1038.283	193.374	-164.308	1659.794	257.808	-134.893	591.682	178.252	199.475	106.028	209.101	224.154	1047.650	458.435	-169.043	38.746	436.101	218.458	39.826	173.516	181.891	1673.098	259.025	184.248	587.685
111	1.10000	200.131	-150.089	109.469	233.788	-193.658	1038.249	193.305	-164.302	1659.749	257.809	-134.950	591.724	178.270	199.435	106.044	209.061	224.138	1047.647	458.434	-169.047	38.725	436.099	218.463	39.842	173.422	181.855	1673.030	259.127	184.252	587.664
112	1.11000	200.146	-150.116	109.462	233.856	-193.684	1038.237	193.249	-164.317	1659.780	257.822	-134.922	591.707	178.316	199.438	106.057	209.028	224.147	1047.653	458.441	-169.056	38.722	436.094	218.474	39.825	173.331	181.836	1673.049	259.227	184.262	587.694
113	1.12000	200.138	-150.104	109.458	233.906	-193.701	1038.216	193.212	-164.316	1659.771	257.746	-134.955	591.692	178.395	199.454	106.045	208.992	224.127	1047.657	458.426	-169.038	38.724	436.115	218.491	39.796	173.253	181.827	1672.965	259.258	184.228	587.710
114	1.13000	200.127	-150.113	109.445	233.950	-193.728	1038.212	193.166	-164.330	1659.754	257.728	-134.893	591.689	178.433	199.419	106.046	208.967	224.103	1047.639	458.430	-169.042	38.741	436.118	218.479	39.790	173.157	181.825	1672.974	259.287	184.206	587.722
115	1.14000	200.111	-150.094	109.472	233.975	-193.706	1038.199	193.110	-164.348	1659.756	257.689	-134.858	591.686	178.436	199.438	106.095	208.951	224.083	1047.646	458.426	-169.028	38.751	436.122	218.501	39.781	173.054	181.843	1672.973	259.235	184.186	587.746
116	1.15000	200.105	-150.081	109.459	233.987	-193.702	1038.196	193.045	-164.352	1659.797	257.646	-134.872	591.682	178.438	199.442	106.084	208.957	224.049	1047.630	458.422	-169.026	38.760	436.126	218.493	39.775	172.990	181.828	1672.895	259.148	184.167	587.740
117	1.16000	200.103	-150.047	109.458	233.958	-193.692	1038.196	193.010	-164.347	1659.789	257.663	-134.764	591.662	178.420	199.437	106.078	208.980	224.027	1047.632	458.419	-169.046	38.773	436.125	218.503	39.788	172.903	181.841	1672.913	259.023	184.164	587.765
118	1.17000	200.105	-150.022	109.454	233.921	-193.705	1038.207	192.978	-164.356	1659.801	257.658	-134.807	591.661	178.415	199.421	106.095	208.986	223.978	1047.611	458.414	-169.046	38.773	436.116	218.490	39.808	172.835	181.828	1672.926	258.918	184.135	587.761
119	1.18000	200.111	-150.031	109.477	233.852	-193.700	1038.232	192.936	-164.315	1659.809	257.653	-134.712	591.641	178.378	199.423	106.085	208.997	223.978	1047.604	458.420	-169.049	38.776	436.109	218.476	39.812	172.752	181.872	1672.926	258.823	184.091	587.771
120	1.19000	200.114	-150.033	109.470	233.782	-193.692	1038.237	192.915	-164.306	1659.862	257.586	-134.770	591.621	178.378	199.410	106.073	209.001	223.968	1047.619	458.430	-169.037	38.772	436.114	218.495	39.845	172.711	181.861	1672.951	258.762	184.057	587.746
121	1.20000	200.135	-150.013	109.446	233.691	-193.679	1038.252	192.903	-164.278	1659.866	257.593	-134.897	591.696	178.355	199.401	106.066	208.971	223.938	1047.610	458.422	-169.046	38.741	436.107	218.481	39.845	172.683	181.875	1672.920	258.741	184.057	587.740
122	1.21000	200.123	-150.007	109.448	233.586	-193.678	1038.247	192.883	-164.242	1659.927	257.530	-134.895	591.635	178.339	199.418	106.045	208.936	223.949	1047.642	458.426	-169.058	38.754	436.106	218.470	39.864	172.658	181.915	1672.873	258.739	184.072	587.727
123	1.22000	200.142	-150.009	109.444	233.492	-193.725	1038.257	192.869	-164.185	1659.963	257.466	-134.947	591.655	178.298	199.425	106.034	208.841	223.943	1047.658	458.431	-169.060	38.768	436.095	218.468	39.903	172.644	181.930	1672.876	258.763	184.105	587.720
124	1.23000	200.119	-150.028	109.449	233.391	-193.750	1038.260	192.861	-164.128	1659.995	257.425	-134.992	591.643	178.269	199.445	106.044	208.765	223.899	1047.646	458.417	-169.053	38.765	436.096	218.466	39.895	172.633	181.967	1672.885	258.783	184.142	587.712
125	1.24000	200.115	-150.036	109.466	233.299	-193.807	1038.243	192.849	-164.071	1660.045	257.391	-135.009	591.657	178.280	199.461	106.028	208.666	223.860	1047.641	458.417	-169.048	38.762	436.085	218.463	39.902	172.623	182.021	1672.867	258.843	184.150	587.698
126	1.25000	200.105	-150.044	109.440	233.209	-193.848	1038.233	192.881	-164.004	1660.090	257.358	-135.033	591.647	178.272	199.464	106.024	208.545	223.844	1047.666	458.417	-169.053	38.794	436.098	218.479	39.886	172.603	182.056	1672.836	258.895	184.212	587.697
127	1.26000	200.079	-150.031	109.457	233.126	-193.909	1038.230	192.872	-163.963	1660.134	257.350	-135.010	591.617	178.298	199.500	106.076	208.452	223.805	1047.699	458.414	-169.046	38.803	436.107	218.473	39.861	172.613	182.057	1672.832	258.965	184.258	587.731
128	1.27000	200.086	-150.035	109.423	233.053	-193.942	1038.247	192.860	-163.895	1660.186	257.314	-135.073	591.626	178.335	199.483	106.062	208.352	223.741	1047.665	458.404	-169.049	38.814	436.120	218.474	39.824	172.575	182.153	1672.852	259.025	184.234	587.719
129	1.28000	200.079	-150.033	109.434	232.974	-193.976	1038.255	192.860	-163.843	1660.215	257.294	-135.000	591.589	178.355	199.491	106.072	208.257	223.673	1047.640	458.414	-169.069	38.832	436.122	218.464	39.805	172.573	182.175	1672.857	259.055	184.249	587.762
130	1.29000	200.079	-150.053	109.444	232.894	-194.004	1038.269	192.849	-163.784	1660.265	257.285	-135.069	591.632	178.370	199.488	106.077	208.183	223.654	1047.640	458.410	-169.043	38.825	436.127	218.471	39.795	172.572	182.149	1672.828	259.056	184.214	587.738
131	1.30000	200.069	-150.054	109.428	232.817	-194.016	1038.287	192.802	-163.726	1660.309	257.238	-135.081	591.632	178.392	199.484	106.046	208.127	223.608	1047.619	458.415	-169.065	38.827	436.122	218.458	39.794	172.553	182.189	1672.848	259.036	184.209	587.730
132	1.31000	200.084	-150.056	109.440	232.737	-194.051	1038.310	192.767	-163.679	1660.326	257.183	-135.156	591.684	178.365	199.461	106.068	208.063	223.553	1047.589	458.409	-169.048	38.821	436.116	218.490	39.813	172.511	182.201	1672.819	259.001	184.162	587.681
133	1.32000	200.076	-150.051	109.448	232.642	-194.065	1038.367	192.721	-163.631	1660.366	257.142	-135.133	591.683	178.385	199.436	106.026	208.007	223.508	1047.567	458.430	-169.065	38.805	436.118	218.475	39.836	172.455	182.278	1672.825	258.955	184.153	587.674
134	1.33000	200.086	-150.070	109.462	232.558	-194.141	1038.401	192.661	-163.585	1660.378	257.077	-135.189	591.722	178.378	199.418	106.042	207.961	223.467	1047.553	458.411	-169.061	38.781	436.106	218.483	39.863	172.414	182.255	1672.814	258.957	184.120	587.663
135	1.34000	200.077	-150.080	109.441	232.472	-194.173	1038.411	192.564	-163.555	1660.402	256.982	-135.220	591.715	178.362	199.432	106.009	207.895	223.417	1047.528	458.405	-169.066	38.813	436.104	218.472	39.894	172.321	182.340	1672.857	258.973	184.078	587.635
136	1.35000	200.048	-150.065	109.432	232.395	-194.210	1038.406	192.525	-163.503	1660.398	256.911	-135.257	591.720	178.319	199.421	106.041	207.874	223.378	1047.525	458.409	-169.057	38.819	436.087	218.484	39.909	172.244	182.343	1672.807	258.986	184.041	587.620
137	1.36000	200.041	-150.083	109.442	232.309	-194.273	1038.426	192.467	-163.461	1660.414	256.790	-135.312	591.761	178.335	199.417	105.987	207.841	223.336	1047.498	458.403	-169.054	38.830	436.091	218.494	39.935	172.157	182.375	1672.829	259.030	184.080	587.637
138	1.37000	200.022	-150.110	109.456	232.239	-194.288	1038.429	192.392	-163.438	1660.430	256.660	-135.287	591.737	178.317	199.427	105.991	207.811	223.326	1047.509	458.395	-169.070	38.873	436.077	218.470	39.947	172.066	182.439	1672.821	259.046	184.043	587.593
139	1.38000	199.992	-150.112	109.431	232.137	-194.310	1038.419	192.325	-163.417	1660.406	256.524	-135.316	591.723	178.308	199.434	106.001	207.811	223.308	1047.508	458.390	-169.057	38.888	436.086	218.486	39.947	172.007	182.435	1672.798	259.081	184.037	587.602
140	1.39000	199.967	-150.132	109.435	232.047	-194.322	1038.406	192.270	-163.417	1660.430	256.403	-135.277	591.705	178.331	199.413	106.004	207.802	223.299	1047.515	458.380	-169.057	38.909	436.083	218.482	39.934	171.928	182.470	1672.770	259.079	184.013	587.596
141	1.40000	199.949	-150.113	109.408	231.982	-194.339	1038.408	192.207	-163.389	1660.434	256.318	-135.334	591.730	178.335	199.438	106.039	207.799	223.268	1047.503	458.369	-169.065	38.953	436.094	218.479	39.910	171.839	182.473	1672.753	259.064	184.012	587.635
142	1.41000	199.939	-150.114	109.413	231.890	-194.372	1038.436	192.156	-163.387	1660.452	256.256	-135.324	591.701	178.338	199.457	106.021	207.813	223.220	1047.493	458.360	-169.065	38.984	436.096	218.474	39.906	171.725	182.514	1672.715	259.036	184.009	587.643
143	1.42000	199.915	-150.093	109.413	231.792	-194.373	1038.434	192.081	-163.380	1660.450	256.222	-135.240	591.642	178.342	199.432	106.004	207.815	223.228	1047.493	458.353	-169.066	39.000	436.082	218.479	39.904	171.650	182.528	1672.736	259.001	183.973	587.641
144	1.43000	199.916	-150.108	109.399	231.679	-194.417	1038.471	192.039	-163.359	1660.448	256.236	-135.352	591.693	178.339	199.452	106.016	207.837	223.204	1047.479	458.359	-169.041	39.014	436.087	218.479	39.912	171.591	182.552	1672.716	258.949	183.937	587.618
145	1.44000	199.928	-150.119	109.414	231.588	-194.422	1038.483	191.985	-163.375	1660.440	256.273	-135.293	591.674	178.325	199.451	106.016	207.833	223.224	1047.480	458.356	-169.063	38.981	436.078	218.444	39.918	171.508	182.593	1672.763	258.924	183.932	587.605
146	1.45000	199.952	-150.097	109.419	231.484	-194.419	1038.500	191.950	-163.357	1660.466	256.279	-135.368	591.697	178.310	199.442	106.006	207.809	223.233	1047.471	458.371	-169.072	38.966	436.088	218.469	39.919	171.458	182.549	1672.710	258.919	183.965	587.621
147	1.46000	199.966	-150.085	109.406	231.389	-194.420	1038.502	191.875	-163.367	1660.491	256.325	-135.318	591.704	178.318	199.441	106.008	207.768	223.250	1047.483	458.377	-169.072	38.953	436.097	218.464	39.940	171.402	182.561	1672.770	258.949	183.938	587.586
148	1.47000	199.993	-150.092	109.409	231.338	-194.399	1038.488	191.846	-163.353	1660.501	256.368	-135.306	591.694	178.310	199.415	106.003	207.708	223.256	1047.480	458.382	-169.067	38.934	436.078	218.456	39.950	171.339	182.552	1672.776	259.000	183.963	587.611
149	1.48000	200.003	-150.106	109.406	231.297	-194.386	1038.434	191.797	-163.371	1660.495	256.374	-135.256	591.651	178.308	199.411	105.990	207.624	223.261	1047.493	458.370	-169.067	38.933	436.083	218.455	39.970	171.253	182.562	1672.780	259.076	184.016	587.591
150	1.49000	200.003	-150.105	109.415	231.290	-194.384	1038.454	191.764	-163.377	1660.536	256.356	-135.330	591.678	178.298	199.416	106.003	207.541	223.266	1047.494	458.367	-169.065	38.936	436.076	218.450	39.972	171.169	182.574	1672.769	259.131	184.016	587.588
151	1.50000	199.994	-150.092	109.412	231.271	-194.379	1038.410	191.731	-163.405	1660.563	256.338	-135.301	591.641	178.307	199.410	105.988	207.441	223.298	1047.477	458.377	-169.064	38.930	436.073	218.448	39.980	171.139	182.520	1672.750	259.187	184.064	587.602
152	1.51000	200.011	-150.070	109.396	231.281	-194.373	1038.403	191.711	-163.400	1660.540	256.327	-135.294	591.666	178.308	199.421	105.976	207.350	223.345	1047.505	458.372	-169.058	38.950	436.083	218.461	39.966	171.030	182.576	1672.740	259.240	184.095	587.566
153	1.52000	200.004	-150.068	109.390	231.272	-194.366	1038.421	191.650	-163.417	1660.508	256.327	-135.215	591.633	178.326	199.431	106.023	207.269	223.356	1047.491	458.366	-169.042	38.959	436.080	218.458	39.941	170.960	182.547	1672.757	259.257	184.118	587.565
154	1.53000	200.012	-150.056	109.382	231.255	-194.331	1038.412	191.583	-163.423	1660.527	256.337	-135.238	591.636	178.365	199.441	105.995	207.195	223.374	1047.492	458.373	-169.063	38.960	436.103	218.475	39.898	170.865	182.566	1672.731	259.266	184.185	587.598
155	1.54000	199.974	-150.076	109.382	231.240	-194.316	1038.434	191.546	-163.428	1660.531	256.325	-135.327	591.686	178.375	199.444	106.017	207.122	223.338	1047.435	458.356	-169.059	38.980	436.103	218.472	39.868	170.756	182.620	1672.775	259.239	184.192	587.573
156	1.55000	199.980	-150.060	109.385	231.228	-194.263	1038.427	191.476	-163.454	1660.518	256.368	-135.324	591.690	178.387	199.446	106.018	207.073	223.378	1047.445	458.348	-169.055	38.999	436.101	218.473	39.857	170.701	182.586	1672.724	259.200	184.204	587.600
157	1.56000	199.990	-150.066	109.415	231.195	-194.231	1038.432	191.436	-163.461	1660.542	256.415	-135.311	591.681	178.386	199.451	105.997	207.026	223.434	1047.450	458.360	-169.044	39.017	436.108	218.468	39.861	170.633	182.611	1672.754	259.113	184.228	587.609
158	1.57000	199.958	-150.063	109.395	231.184	-194.203	1038.417	191.431	-163.482	1660.477	256.473	-135.215	591.636	178.362	199.436	105.998	206.984	223.446	1047.441	458.352	-169.031	39.036	436.102	218.465	39.878	170.597	182.547	1672.735	258.983	184.243	587.592
159	1.58000	199.982	-150.048	109.379	231.160	-194.152	1038.408	191.358	-163.518	1660.496	256.553	-135.264	591.655	178.345	199.414	105.979	206.934	223.524	1047.469	458.350	-169.033	39.026	436.099	218.449	39.893	170.496	182.598	1672.745	258.884	184.215	587.549
160	1.59000	199.998	-150.050	109.384	231.124	-194.123	1038.405	191.316	-163.544	1660.499	256.702	-135.275	591.614	178.322	199.421	105.943	206.868	223.575	1047.494	458.357	-169.029	39.021	436.104	218.450	39.908	170.449	182.583	1672.802	258.800	184.245	587.540
161	1.60000	200.034	-150.024	109.367	231.089	-194.087	1038.418	191.267	-163.600	1660.532	256.827	-135.199	591.565	178.295	199.403	105.944	206.783	223.626	1047.521	458.357	-169.043	38.999	436.093	218.454	39.921	170.393	182.590	1672.801	258.754	184.236	587.529
162	1.61000	200.046	-150.019	109.384	231.054	-194.075	1038.409	191.239	-163.603	1660.503	256.938	-135.240	591.553	178.277	199.401	105.933	206.670	223.686	1047.556	458.360	-169.031	38.970	436.089	218.424	39.928	170.337	182.569	1672.791	258.735	184.262	587.526
163	1.62000	200.078	-150.024	109.392	231.016	-194.049	1038.386	191.193	-163.608	1660.505	257.055	-135.171	591.567	178.254	199.415	105.930	206.575	223.702	1047.566	458.377	-169.035	38.951	436.086	218.427	39.934	170.264	182.600	1672.867	258.742	184.345	587.548
164	1.63000	200.110	-150.003	109.376	230.986	-194.046	1038.374	191.160	-163.634	1660.506	257.131	-135.221	591.564	178.228	199.410	105.907	206.441	223.731	1047.601	458.383	-169.026	38.920	436.077	218.406	39.956	170.216	182.593	1672.882	258.767	184.374	587.528
165	1.64000	200.127	-150.010	109.367	230.958	-194.051	1038.392	191.115	-163.628	1660.523	257.192	-135.182	591.574	178.222	199.431	105.868	206.308	223.754	1047.594	458.396	-169.031	38.869	436.070	218.406	39.966	170.190	182.552	1672.967	258.818	184.430	587.503
166	1.65000	200.124	-150.037	109.380	230.937	-194.047	1038.398	191.111	-163.636	1660.553	257.257	-135.222	591.568	178.213	199.440	105.902	206.156	223.761	1047.615	458.399	-169.021	38.867	436.078	218.403	39.958	170.147	182.566	1672.989	258.862	184.483	587.508
167	1.66000	200.127	-150.044	109.355	230.922	-194.043	1038.395	191.104	-163.608	1660.566	257.317	-135.205	591.559	178.195	199.452	105.899	206.016	223.772	1047.625	458.391	-169.009	38.841	436.085	218.398	39.930	170.098	182.565	1673.030	258.936	184.552	587.512
168	1.67000	200.165	-150.027	109.365	230.889	-194.018	1038.434	191.059	-163.592	1660.610	257.385	-135.194	591.529	178.233	199.459	105.904	205.868	223.806	1047.677	458.406	-169.003	38.803	436.090	218.391	39.872	170.052	182.600	1673.107	259.039	184.576	587.487
169	1.68000	200.170	-150.036	109.354	230.840	-193.995	1038.488	191.020	-163.565	1660.653	257.486	-135.151	591.490	178.274	199.455	105.923	205.719	223.851	1047.668	458.415	-169.003	38.814	436.128	218.389	39.819	170.014	182.606	1673.136	259.194	184.624	587.511
170	1.69000	200.189	-150.062	109.366	230.789	-193.962	1038.506	190.964	-163.529	1660.674	257.560	-135.200	591.507	178.339	199.464	105.949	205.577	223.877	1047.691	458.419	-168.979	38.780	436.132	218.388	39.765	169.967	182.611	1673.136	259.357	184.698	587.563
171	1.70000	200.188	-150.047	109.373	230.711	-193.958	1038.517	190.914	-163.503	1660.739	257.666	-135.178	591.478	178.362	199.466	105.945	205.431	223.917	1047.717	458.414	-169.004	38.789	436.133	218.372	39.733	169.962	182.561	1673.267	259.502	184.723	587.555
172	1.71000	200.203	-150.063	109.379	230.627	-193.929	1038.545	190.878	-163.472	1660.800	257.772	-135.235	591.484	178.393	199.479	105.936	205.329	223.926	1047.698	458.425	-168.992	38.740	436.147	218.391	39.705	169.980	182.505	1673.285	259.617	184.779	587.552
173	1.72000	200.227	-150.058	109.378	230.514	-193.904	1038.524	190.857	-163.434	1660.854	257.868	-135.285	591.467	178.386	199.477	105.968	205.188	223.998	1047.706	458.442	-168.983	38.670	436.151	218.361	39.680	169.931	182.534	1673.415	259.710	184.828	587.522
174	1.73000	200.277	-150.040	109.404	230.382	-193.893	1038.554	190.797	-163.402	1660.917	257.974	-135.358	591.506	178.386	199.497	105.971	205.075	224.061	1047.698	458.454	-168.990	38.587	436.148	218.356	39.707	169.914	182.541	1673.471	259.800	184.858	587.498
