NO_OF_FRAMES	1000
NO_OF_DATA_TYPES	30
FREQUENCY	100
TIME_STAMP	2025-03-04, 13:35:44
DATA_INCLUDED	Position
DATA_TYPES	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z

Frame	Time	LR_pos_X	LR_pos_Y	LR_pos_Z	HR_pos_X	HR_pos_Y	HR_pos_Z	SR_pos_X	SR_pos_Y	SR_pos_Z	KR_pos_X	KR_pos_Y	KR_pos_Z	LL_pos_X	LL_pos_Y	LL_pos_Z	HL_pos_X	HL_pos_Y	HL_pos_Z	TR_pos_X	TR_pos_Y	TR_pos_Z	TL_pos_X	TL_pos_Y	TL_pos_Z	SL_pos_X	SL_pos_Y	SL_pos_Z	KL_pos_X	KL_pos_Y	KL_pos_Z	
545	5.44000	778.369	-51.829	296.156	-53.276	-122.892	693.434	153.056	43.723	1233.701	375.571	-32.863	574.094	188.191	201.946	102.411	-65.365	311.137	652.777	946.559	-7.861	496.436	437.252	214.104	37.965	121.664	316.099	1227.360	396.149	224.696	541.539
546	5.45000	779.656	-53.091	294.142	-49.744	-122.320	695.894	155.954	42.828	1237.397	378.357	-33.013	574.013	188.410	201.892	102.397	-62.179	311.679	655.409	949.004	-10.258	493.615	437.287	214.204	37.610	124.991	316.094	1230.933	398.539	225.070	540.467
547	5.46000	781.202	-54.237	292.800	-46.385	-121.750	698.290	158.769	41.786	1241.141	380.966	-33.175	574.108	188.575	201.958	102.490	-58.975	312.168	658.187	951.366	-12.617	491.802	437.340	214.284	37.330	128.080	315.797	1234.574	400.872	225.442	539.434
548	5.47000	783.053	-55.265	292.043	-43.044	-121.160	700.649	161.506	40.629	1244.922	383.549	-33.407	574.306	188.747	201.946	102.502	-55.859	312.743	661.074	953.572	-14.753	490.869	437.370	214.369	37.040	131.057	315.306	1238.269	403.109	225.706	538.350
549	5.48000	785.126	-56.167	291.839	-39.831	-120.629	703.088	164.142	39.388	1248.714	386.007	-33.653	574.661	188.889	201.891	102.508	-52.837	313.228	663.932	955.770	-16.447	490.734	437.414	214.445	36.762	133.899	314.692	1242.025	405.282	225.949	537.291
550	5.49000	787.397	-56.956	292.055	-36.802	-120.096	705.581	166.691	38.083	1252.500	388.452	-33.914	575.264	189.117	201.818	102.632	-49.799	313.729	666.773	957.981	-17.757	491.182	437.466	214.482	36.518	136.650	314.039	1245.838	407.403	226.061	536.287
551	5.50000	789.732	-57.740	292.765	-33.866	-119.638	708.173	169.090	36.701	1256.352	390.961	-34.130	576.090	189.286	201.673	102.691	-46.716	314.272	669.665	960.250	-18.633	492.059	437.493	214.526	36.302	139.299	313.235	1249.742	409.467	225.983	535.298
552	5.51000	792.103	-58.463	293.755	-30.976	-119.173	710.810	171.373	35.240	1260.075	393.357	-34.268	577.188	189.451	201.494	102.716	-43.630	314.790	672.617	962.598	-19.205	493.142	437.539	214.563	36.109	141.821	312.262	1253.729	411.439	225.915	534.336
553	5.52000	794.505	-59.131	295.027	-28.110	-118.785	713.506	173.455	33.662	1263.848	395.735	-34.348	578.611	189.589	201.341	102.841	-40.629	315.169	675.536	965.145	-19.501	494.291	437.560	214.614	35.909	144.276	311.168	1257.794	413.357	225.754	533.319
554	5.53000	796.754	-59.712	296.507	-25.300	-118.454	716.176	175.423	31.957	1267.663	398.150	-34.362	580.294	189.803	201.090	102.946	-37.634	315.562	678.527	967.746	-19.616	495.506	437.603	214.646	35.709	146.646	310.068	1261.943	415.196	225.502	532.317
555	5.54000	798.972	-60.217	298.058	-22.487	-118.132	718.827	177.294	30.158	1271.524	400.467	-34.352	582.165	190.001	200.732	103.034	-34.677	315.876	681.496	970.352	-19.657	496.759	437.637	214.682	35.530	148.939	308.940	1266.186	416.992	225.204	531.388
556	5.55000	801.133	-60.727	299.685	-19.676	-117.873	721.557	179.069	28.252	1275.466	402.797	-34.370	584.103	190.124	200.509	103.160	-31.713	316.168	684.623	972.916	-19.660	498.023	437.678	214.718	35.425	151.135	307.775	1270.471	418.752	224.814	530.428
557	5.56000	803.305	-61.257	301.256	-16.916	-117.608	724.285	180.752	26.224	1279.490	405.031	-34.499	586.011	190.265	200.344	103.360	-28.749	316.395	687.752	975.557	-19.679	499.267	437.692	214.767	35.332	153.248	306.594	1274.870	420.425	224.313	529.529
558	5.57000	805.389	-61.799	302.737	-14.192	-117.346	727.161	182.340	24.127	1283.620	407.348	-34.712	587.750	190.407	199.944	103.369	-25.814	316.676	690.941	978.200	-19.778	500.390	437.707	214.783	35.256	155.266	305.411	1279.331	422.022	223.817	528.708
559	5.58000	807.334	-62.458	304.081	-11.484	-117.172	730.076	183.729	21.963	1287.926	409.623	-34.979	589.578	190.549	199.664	103.425	-22.848	316.926	694.123	980.540	-20.039	501.472	437.710	214.798	35.214	157.222	304.238	1283.867	423.572	223.189	528.045
560	5.59000	809.127	-63.158	305.140	-8.837	-117.039	733.148	185.082	19.853	1292.167	411.899	-35.359	591.367	190.671	199.478	103.547	-19.910	317.065	697.333	982.752	-20.621	502.250	437.735	214.809	35.093	159.097	303.088	1288.528	425.142	222.560	527.449
561	5.60000	810.595	-63.895	305.998	-6.137	-116.950	736.316	186.293	17.711	1296.418	414.215	-35.693	593.267	190.795	199.422	103.790	-16.932	317.167	700.728	984.897	-21.377	502.615	437.760	214.818	35.006	160.829	301.886	1293.253	426.648	221.886	526.919
562	5.61000	811.866	-64.685	306.571	-3.452	-116.901	739.605	187.375	15.531	1300.765	416.463	-36.069	595.206	190.947	199.154	103.813	-13.982	317.172	704.143	987.124	-22.228	502.447	437.785	214.823	34.980	162.409	300.609	1298.065	428.125	221.266	526.495
563	5.62000	812.892	-65.597	306.819	-0.766	-116.933	742.974	188.356	13.263	1305.130	418.697	-36.568	597.135	191.063	198.901	103.774	-11.109	317.156	707.703	989.235	-23.253	501.787	437.788	214.842	34.949	163.859	299.271	1302.956	429.449	220.678	526.043
564	5.63000	813.647	-66.632	306.710	1.967	-117.048	746.491	189.327	10.882	1309.515	421.076	-37.161	599.074	191.162	198.685	103.769	-8.259	317.088	711.341	991.258	-24.274	500.617	437.795	214.837	34.931	165.208	297.775	1307.959	430.759	220.146	525.598
565	5.64000	813.981	-67.760	306.218	4.733	-117.122	750.049	190.247	8.392	1314.041	423.429	-37.870	601.105	191.266	198.558	103.877	-5.495	316.981	715.026	993.176	-25.270	498.788	437.808	214.830	34.903	166.488	296.211	1313.143	432.010	219.555	525.295
566	5.65000	813.973	-68.966	305.401	7.486	-117.314	753.729	191.081	5.868	1318.704	425.746	-38.677	603.131	191.359	198.479	104.016	-2.795	316.862	718.786	995.030	-26.340	496.280	437.817	214.842	34.877	167.691	294.558	1318.429	433.219	219.084	525.006
567	5.66000	813.545	-70.169	304.273	10.223	-117.545	757.440	191.509	3.246	1323.402	428.062	-39.545	605.307	191.408	198.492	104.193	-0.060	316.595	722.615	996.731	-27.412	493.169	437.820	214.843	34.852	168.837	292.835	1323.831	434.256	218.742	524.747
568	5.67000	812.714	-71.385	302.791	12.934	-117.788	761.204	192.132	0.703	1328.284	430.270	-40.558	607.480	191.453	198.347	104.214	2.647	316.251	726.553	998.257	-28.698	489.509	437.830	214.856	34.818	169.733	290.903	1329.150	435.276	218.529	524.385
569	5.68000	811.464	-72.515	300.736	15.517	-118.146	764.977	192.663	-1.868	1333.326	432.480	-41.853	609.764	191.505	198.170	104.156	5.396	315.809	730.555	999.539	-30.136	485.130	437.823	214.899	34.802	170.730	289.077	1334.774	436.201	218.396	523.967
570	5.69000	809.672	-73.760	298.164	17.969	-118.545	768.825	193.050	-4.452	1338.504	434.867	-43.255	612.335	191.605	198.011	104.117	8.192	315.441	734.698	1000.569	-31.649	479.875	437.840	214.927	34.752	171.612	287.195	1340.443	437.065	218.198	523.613
571	5.70000	807.161	-75.029	294.849	20.322	-118.916	772.727	193.244	-7.046	1343.831	437.569	-44.810	615.317	191.696	197.898	104.113	11.043	314.986	738.848	1001.194	-33.087	473.337	437.844	214.956	34.727	172.378	285.203	1346.181	437.872	217.972	523.437
572	5.71000	803.607	-76.366	290.866	22.751	-119.331	776.703	193.277	-9.659	1349.218	440.580	-46.456	618.834	191.772	197.777	104.122	13.923	314.544	743.177	1001.241	-34.347	465.481	437.851	214.955	34.721	172.984	283.116	1352.018	438.662	217.665	523.274
573	5.72000	798.778	-77.702	286.298	25.197	-119.800	780.787	193.232	-12.356	1354.639	443.797	-48.237	622.987	191.797	197.714	104.193	16.800	314.100	747.665	1000.666	-35.598	456.115	437.854	214.980	34.716	173.496	280.885	1357.920	439.359	217.472	523.036
574	5.73000	792.728	-79.008	281.183	27.731	-120.337	784.908	193.125	-15.169	1360.145	447.239	-50.063	627.862	191.821	197.692	104.269	19.702	313.600	752.242	999.368	-36.955	445.209	437.847	214.983	34.689	173.918	278.588	1363.928	439.949	217.329	522.831
575	5.74000	785.411	-80.341	275.651	30.336	-120.915	789.159	193.001	-18.153	1365.709	450.732	-52.118	633.190	191.855	197.639	104.248	22.581	313.052	756.859	997.255	-38.597	432.993	437.847	214.996	34.676	174.202	276.172	1369.992	440.428	217.177	522.673
576	5.75000	776.911	-81.647	269.846	33.044	-121.491	793.563	192.895	-21.216	1371.222	454.293	-54.284	638.649	191.866	197.591	104.239	25.439	312.521	761.490	994.190	-40.724	419.799	437.846	215.018	34.665	174.452	273.669	1376.113	440.837	217.060	522.609
577	5.76000	767.381	-82.894	263.912	35.794	-122.102	798.064	192.708	-24.318	1376.827	457.802	-56.736	644.017	191.849	197.577	104.253	28.221	311.893	766.116	990.141	-43.252	405.867	437.847	215.056	34.657	174.639	271.136	1382.367	441.162	217.114	522.621
578	5.77000	757.066	-84.088	258.056	38.621	-122.851	802.727	192.539	-27.348	1382.382	461.142	-59.557	648.928	191.641	196.781	103.162	30.955	311.163	770.847	985.111	-46.351	391.861	437.844	215.071	34.655	174.811	268.609	1388.667	441.362	217.233	522.596
579	5.78000	746.079	-85.260	252.239	41.386	-123.702	807.469	192.359	-30.404	1388.140	464.256	-62.706	653.248	191.727	197.222	103.639	33.625	310.416	775.669	978.977	-49.953	378.015	437.830	215.112	34.636	174.983	266.087	1395.021	441.410	217.407	522.659
580	5.79000	734.502	-86.493	246.508	44.093	-124.650	812.271	192.213	-33.428	1394.004	467.188	-66.069	657.033	191.686	197.328	103.659	36.246	309.603	780.695	971.846	-53.966	364.416	437.825	215.146	34.633	175.152	263.525	1401.451	441.313	217.659	522.826
581	5.80000	722.359	-87.883	240.988	46.656	-125.687	817.092	192.057	-36.489	1399.956	469.837	-69.598	660.444	191.650	197.449	103.718	38.842	308.707	785.827	963.840	-58.028	350.653	437.814	215.177	34.634	175.317	261.018	1407.973	441.124	217.886	523.056
582	5.81000	709.545	-89.930	236.089	49.145	-126.812	821.880	191.921	-39.581	1406.082	472.255	-73.189	663.651	191.592	197.529	103.653	41.462	307.653	791.124	955.039	-61.921	336.715	437.792	215.193	34.661	175.494	258.544	1414.597	440.714	217.986	523.312
583	5.82000	696.019	-91.365	230.738	51.510	-128.032	826.692	191.792	-42.677	1412.235	474.473	-76.858	666.655	191.503	197.631	103.617	44.082	306.506	796.565	945.323	-65.755	322.613	437.782	215.218	34.703	175.745	256.120	1421.300	440.219	217.901	523.693
584	5.83000	682.020	-93.042	225.803	53.803	-129.331	831.562	191.634	-45.810	1418.438	476.529	-80.548	669.437	191.396	197.706	103.628	46.750	305.320	802.170	934.614	-69.523	308.349	437.766	215.236	34.768	176.033	253.621	1428.055	439.545	217.708	524.256
585	5.84000	667.128	-95.253	221.315	56.062	-130.651	836.412	191.497	-48.989	1424.694	478.357	-84.224	671.991	191.273	197.701	103.583	49.448	304.083	807.942	922.830	-73.246	293.966	437.728	215.270	34.862	176.353	250.987	1434.836	438.809	217.361	524.786
586	5.85000	651.458	-97.662	217.132	58.318	-132.095	841.402	191.390	-52.266	1430.925	479.907	-87.914	674.351	191.133	197.728	103.518	52.081	302.650	813.697	909.843	-76.816	279.513	437.673	215.303	34.997	176.684	248.184	1441.572	437.904	216.978	525.395
587	5.86000	634.859	-100.233	213.346	60.553	-133.640	846.549	191.428	-55.631	1437.188	481.322	-91.581	676.646	191.011	197.754	103.432	54.774	301.125	819.496	895.616	-80.396	264.875	437.627	215.331	35.082	176.976	245.276	1448.339	436.827	216.387	526.002
588	5.87000	617.477	-102.974	209.773	62.754	-135.288	851.924	191.562	-59.073	1443.533	482.683	-95.248	678.790	190.884	197.759	103.412	57.458	299.527	825.272	880.150	-84.053	250.144	437.583	215.350	35.214	177.275	242.303	1455.137	435.717	215.777	526.732
589	5.88000	599.327	-105.948	206.516	65.003	-137.079	857.536	191.773	-62.551	1449.926	483.891	-98.947	680.517	190.708	197.761	103.386	60.082	297.894	831.088	863.523	-87.875	235.245	437.529	215.361	35.417	177.607	239.333	1461.968	434.380	214.978	527.442
590	5.89000	580.455	-109.175	203.467	67.335	-138.956	863.360	192.019	-66.091	1456.424	484.839	-102.689	681.823	190.504	197.782	103.364	62.600	296.144	836.899	845.671	-91.894	220.348	437.470	215.384	35.695	178.117	236.606	1469.073	432.908	214.177	528.232
591	5.90000	560.950	-112.598	200.776	69.852	-140.947	869.320	192.289	-69.710	1463.026	485.588	-106.465	682.579	190.271	197.810	103.346	65.105	294.249	842.786	826.655	-96.236	205.539	437.385	215.392	35.996	178.505	233.703	1476.045	431.444	213.750	529.244
592	5.91000	540.892	-116.275	198.461	72.561	-143.061	875.395	192.456	-73.385	1469.712	486.061	-110.314	682.753	190.033	197.788	103.293	67.500	292.278	848.770	806.549	-100.910	190.849	437.289	215.482	36.288	178.893	230.754	1483.052	429.650	213.116	530.108
593	5.92000	520.436	-120.203	196.426	75.472	-145.354	881.553	192.661	-77.171	1476.424	486.202	-114.278	682.244	189.796	197.812	103.199	69.760	290.103	854.785	785.444	-106.029	176.289	437.128	215.568	36.620	179.315	227.744	1490.167	427.675	212.607	531.057
594	5.93000	499.662	-124.358	194.638	78.545	-147.763	887.754	192.851	-81.033	1483.195	485.992	-118.309	681.222	189.533	197.924	103.242	72.002	287.894	860.909	763.480	-111.611	161.916	437.089	215.834	37.078	179.717	224.696	1497.264	425.273	211.803	531.897
595	5.94000	478.727	-128.789	193.180	81.739	-150.215	893.981	193.096	-85.009	1490.034	485.356	-122.390	679.546	189.262	198.052	103.188	74.190	285.646	867.133	740.699	-117.745	147.797	436.961	216.154	37.525	180.123	221.619	1504.434	422.899	211.364	532.963
596	5.95000	457.759	-133.688	192.069	84.974	-152.598	900.158	193.379	-89.060	1496.890	484.393	-126.478	677.308	188.876	198.244	103.152	76.313	283.275	873.442	717.234	-124.278	133.878	436.794	216.516	38.101	180.579	218.410	1511.596	420.396	210.941	534.246
597	5.96000	436.869	-138.934	191.138	88.369	-155.060	906.288	193.755	-93.220	1503.744	483.178	-130.481	674.475	188.424	198.465	103.241	78.491	280.948	879.912	693.261	-131.134	120.335	436.581	217.031	38.809	181.059	215.152	1518.751	417.779	210.322	535.572
598	5.97000	416.166	-144.447	190.345	91.840	-157.839	912.534	194.233	-97.459	1510.491	481.453	-134.446	671.223	188.055	198.544	103.242	80.646	278.430	886.451	669.012	-138.343	107.523	436.355	217.425	39.509	181.592	211.820	1525.923	415.139	209.675	537.062
599	5.98000	395.760	-150.273	189.737	95.415	-160.944	918.805	194.766	-101.833	1517.187	479.126	-138.288	667.443	187.592	198.669	103.364	82.858	275.877	893.083	644.794	-145.870	95.822	436.408	217.471	40.189	182.174	208.364	1533.015	412.463	208.951	538.613
600	5.99000	375.603	-156.288	189.161	99.008	-162.734	924.642	195.446	-106.273	1523.815	476.317	-141.988	663.144	187.311	198.787	103.451	85.155	273.169	899.703	620.860	-154.253	85.970	435.865	217.511	40.688	182.835	204.784	1539.998	409.722	208.215	540.170
601	6.00000	355.996	-162.520	188.531	102.590	-165.458	930.762	195.860	-110.763	1529.780	472.954	-145.497	658.372	187.115	198.932	103.448	87.325	269.794	905.793	597.615	-162.909	77.166	435.850	217.521	40.833	183.586	201.005	1546.804	407.094	207.427	541.751
602	6.01000	337.303	-168.842	187.917	106.148	-168.247	936.861	196.973	-115.247	1536.131	469.035	-147.108	652.190	187.039	199.089	103.492	89.826	266.903	912.164	575.149	-171.651	68.474	435.861	217.553	40.652	184.432	197.057	1553.421	404.345	206.432	543.384
603	6.02000	319.732	-175.064	187.057	109.646	-171.028	942.771	198.152	-119.780	1542.207	464.538	-150.100	646.763	186.912	199.215	103.623	92.425	263.886	918.336	553.678	-180.002	59.681	435.851	217.437	40.792	185.344	192.964	1559.774	401.611	205.124	544.947
604	6.03000	303.207	-181.231	185.497	112.995	-173.884	948.425	199.373	-124.347	1548.091	459.210	-153.177	641.120	186.695	199.271	103.746	95.379	261.400	924.752	533.644	-187.725	51.095	435.798	217.267	41.206	186.283	188.761	1565.891	398.891	203.552	546.521
605	6.04000	287.786	-187.491	183.192	116.152	-176.720	953.691	200.674	-129.024	1553.655	453.218	-156.292	635.135	186.370	199.254	103.843	97.893	257.749	930.098	515.529	-194.350	42.830	435.724	217.025	41.811	187.340	184.520	1571.762	396.085	201.689	548.044
606	6.05000	273.616	-193.167	179.318	119.095	-179.637	958.466	201.975	-133.807	1558.945	446.363	-159.536	628.640	186.059	199.240	103.942	100.699	254.638	935.622	499.514	-200.291	35.423	435.654	216.745	42.458	188.419	180.262	1577.360	393.359	199.587	549.460
607	6.06000	260.965	-198.519	174.011	121.804	-182.471	962.659	203.438	-138.680	1563.983	438.468	-162.829	621.510	185.715	199.178	104.112	103.577	251.444	940.940	485.721	-204.844	27.587	435.592	216.342	43.130	189.596	175.966	1582.676	390.810	197.356	550.843
608	6.07000	249.780	-203.673	167.094	124.404	-185.196	966.333	204.964	-143.638	1568.723	429.413	-166.014	613.709	185.479	199.083	104.310	106.545	248.087	945.995	476.173	-207.061	26.827	435.573	215.787	43.650	190.815	171.514	1587.672	388.463	195.115	552.217
609	6.08000	239.589	-208.675	158.102	126.845	-187.943	969.563	206.531	-148.630	1573.147	419.248	-169.183	605.487	185.322	198.977	104.500	109.864	245.135	951.218	473.105	-205.317	29.391	435.565	215.277	43.964	192.028	166.903	1592.315	386.428	193.010	553.450
610	6.09000	233.775	-213.009	147.367	129.223	-190.826	972.437	208.163	-153.667	1577.219	408.187	-172.025	597.127	185.217	198.915	104.696	113.092	241.336	955.639	471.522	-204.058	30.804	435.556	214.950	44.225	193.194	162.283	1596.630	384.664	191.047	554.562
611	6.10000	227.861	-215.596	136.883	131.482	-193.909	975.046	209.751	-158.699	1580.955	397.110	-175.170	589.525	185.221	198.929	104.883	116.418	237.462	959.789	470.347	-203.929	32.133	435.566	214.851	44.049	194.284	157.703	1600.583	383.138	189.135	555.589
612	6.11000	222.536	-215.413	128.869	133.591	-197.123	977.386	211.411	-163.614	1584.945	387.282	-178.472	583.611	185.495	199.016	105.142	119.811	233.558	963.611	469.385	-203.242	33.492	435.671	215.094	43.203	195.235	153.137	1604.242	381.759	187.300	556.690
613	6.12000	218.829	-212.947	122.895	135.384	-200.195	979.280	212.866	-168.559	1588.125	379.122	-181.531	579.920	186.038	199.132	105.376	123.205	229.704	967.160	468.698	-202.911	34.650	435.846	215.389	41.969	196.035	148.586	1607.584	380.475	185.243	557.688
614	6.13000	217.341	-209.556	118.589	136.669	-203.302	981.054	214.189	-173.317	1591.702	371.847	-184.662	577.640	186.381	199.273	105.761	126.456	225.970	970.495	468.522	-203.009	35.052	435.998	215.449	41.521	196.716	144.076	1610.676	379.090	183.102	558.774
615	6.14000	216.971	-206.657	115.848	137.303	-206.940	983.094	215.585	-178.070	1594.475	365.158	-187.829	576.845	186.544	199.279	106.263	129.552	222.378	973.700	468.636	-203.204	34.850	436.076	215.402	41.419	197.395	139.775	1613.634	377.516	180.716	559.903
616	6.15000	216.533	-206.145	115.104	137.350	-210.934	985.556	216.590	-182.721	1596.997	360.427	-190.468	577.297	186.617	199.164	106.696	132.376	218.883	976.758	468.639	-203.247	35.055	436.174	215.186	41.618	198.110	135.655	1616.555	375.590	178.237	561.106
617	6.16000	216.079	-208.011	115.188	137.144	-214.969	988.347	217.534	-187.253	1599.461	357.810	-192.855	578.725	186.578	199.034	107.175	134.952	215.537	979.840	468.669	-203.186	35.418	436.381	214.296	42.050	198.849	131.772	1619.479	373.345	175.757	562.404
618	6.17000	215.527	-210.246	114.868	137.058	-218.849	991.194	218.348	-191.728	1601.887	355.857	-195.365	580.258	186.570	198.831	107.549	137.254	212.284	982.974	468.445	-203.234	36.007	436.826	212.454	42.430	199.599	128.098	1622.456	370.810	173.663	563.839
619	6.18000	214.816	-211.838	114.209	137.468	-222.700	994.056	219.058	-196.065	1604.462	353.133	-198.151	580.966	186.687	198.585	107.866	139.304	209.054	986.260	468.087	-203.353	36.850	437.625	209.712	42.499	200.357	124.728	1625.565	368.108	172.088	565.258
620	6.19000	214.134	-212.590	113.489	138.944	-226.281	996.815	219.528	-200.268	1607.046	349.407	-200.786	581.029	186.835	198.440	108.114	141.025	205.668	989.635	467.866	-203.389	37.592	438.330	206.781	42.501	201.012	121.512	1628.831	365.315	171.082	566.747
621	6.20000	213.413	-212.793	112.731	141.521	-229.320	999.453	219.805	-204.227	1609.571	345.618	-202.803	580.963	187.109	198.369	108.449	142.403	201.989	993.005	467.648	-203.383	38.498	439.123	204.020	42.278	201.442	118.395	1632.195	362.526	170.522	568.164
622	6.21000	212.587	-212.937	111.975	145.044	-232.170	1001.970	219.954	-207.919	1612.035	342.171	-204.065	580.982	187.455	198.360	108.727	143.788	198.478	996.374	467.358	-203.389	39.498	439.561	202.691	41.767	201.622	115.328	1635.583	359.779	170.341	569.566
623	6.22000	211.753	-213.322	111.209	149.106	-235.309	1004.695	219.948	-211.334	1614.380	339.054	-204.737	581.167	187.767	198.394	109.146	144.555	194.499	999.368	467.039	-203.340	40.619	439.682	203.059	40.808	201.606	112.360	1638.973	357.174	171.126	571.582
624	6.23000	210.939	-213.740	110.596	153.268	-238.867	1007.594	219.991	-214.527	1616.718	336.092	-205.089	581.497	188.057	198.569	109.663	145.148	190.626	1002.276	466.725	-203.237	41.759	439.869	203.807	39.511	201.423	109.486	1642.332	354.778	171.033	572.851
625	6.24000	210.147	-214.053	110.014	157.161	-242.476	1010.482	220.001	-217.587	1619.172	333.357	-205.367	581.846	188.481	198.847	110.190	145.709	186.842	1005.057	466.387	-203.067	42.751	440.042	204.099	38.803	201.179	106.733	1645.555	352.015	170.382	573.944
626	6.25000	209.505	-214.074	109.546	160.675	-245.479	1013.043	220.140	-220.365	1621.620	330.882	-205.534	582.231	188.890	198.953	110.826	146.252	183.426	1007.871	466.107	-202.904	43.733	440.240	204.267	38.273	200.901	104.164	1648.633	349.406	170.187	575.476
627	6.26000	208.959	-213.884	109.192	163.656	-247.831	1015.190	220.201	-222.965	1624.140	328.455	-205.783	582.492	189.054	198.919	111.593	147.001	180.306	1010.626	465.897	-202.747	44.487	440.401	204.523	38.028	200.628	101.701	1651.585	346.817	169.870	577.087
628	6.27000	208.582	-213.645	108.780	166.101	-249.906	1017.189	220.433	-225.339	1626.622	326.170	-206.000	582.779	189.021	198.747	112.331	147.966	177.421	1013.336	465.766	-202.518	44.916	440.528	204.966	37.954	200.385	99.506	1654.278	344.370	169.199	578.745
629	6.28000	208.349	-213.467	108.503	168.313	-252.029	1018.958	220.748	-227.474	1628.959	323.892	-206.334	583.098	188.924	198.460	112.950	149.180	174.765	1016.037	465.703	-202.384	45.063	440.673	205.594	38.010	200.223	97.358	1656.789	341.930	168.421	580.267
630	6.29000	208.300	-213.397	108.328	170.359	-254.222	1020.649	221.001	-229.364	1631.212	321.638	-206.777	583.570	188.800	198.107	113.338	150.626	172.377	1018.572	465.693	-202.243	44.943	440.819	206.324	38.177	199.934	95.467	1659.191	339.487	167.531	581.688
631	6.30000	208.281	-213.483	108.180	172.385	-256.257	1022.099	221.359	-231.104	1633.494	319.595	-207.248	584.019	188.613	197.739	113.640	152.259	170.214	1020.953	465.700	-202.104	44.867	440.959	207.058	38.491	199.660	93.643	1661.485	336.963	166.562	582.915
632	6.31000	208.188	-213.673	108.111	174.374	-258.338	1023.463	221.729	-232.600	1635.622	317.698	-207.605	584.505	188.253	197.310	113.854	154.000	168.233	1023.243	465.666	-201.994	44.889	441.079	207.704	38.937	199.338	91.903	1663.681	334.541	165.653	584.073
633	6.32000	208.132	-213.805	108.020	176.355	-260.544	1024.759	221.878	-233.959	1637.731	316.064	-207.911	584.950	187.872	196.871	113.960	155.757	166.282	1025.361	465.669	-201.808	44.720	441.228	208.255	39.613	198.947	90.280	1665.641	332.179	164.695	585.089
634	6.33000	208.131	-213.871	107.899	178.453	-262.558	1025.852	221.985	-235.145	1639.801	314.236	-208.253	585.309	187.527	196.446	114.007	157.513	164.492	1027.317	465.717	-201.609	44.391	441.458	208.628	40.400	198.534	88.809	1667.487	329.847	163.767	585.951
635	6.34000	208.105	-213.889	107.775	180.687	-264.391	1026.766	221.930	-236.163	1641.751	312.251	-208.605	585.653	187.340	196.043	113.988	159.287	162.682	1029.139	465.790	-201.418	43.982	441.661	208.952	40.927	198.027	87.511	1669.107	327.434	162.838	586.767
636	6.35000	208.048	-213.904	107.705	183.065	-265.976	1027.537	221.790	-237.039	1643.649	310.211	-208.969	585.969	187.278	195.645	113.864	160.666	160.464	1030.570	465.847	-201.256	43.598	441.793	209.237	41.152	197.423	86.421	1670.583	324.853	161.922	587.382
637	6.36000	208.021	-213.895	107.640	185.493	-267.521	1028.374	221.631	-237.780	1645.406	308.188	-209.342	586.314	187.222	195.156	113.678	162.285	158.476	1032.026	465.909	-201.109	43.169	441.822	209.560	41.071	196.793	85.506	1671.982	322.188	160.940	587.818
638	6.37000	207.965	-213.865	107.607	187.666	-268.932	1029.143	221.354	-238.411	1647.099	306.016	-209.741	586.757	187.113	194.631	113.471	163.767	156.578	1033.406	465.970	-201.016	42.872	441.780	209.918	40.938	196.102	84.752	1673.244	319.445	159.891	588.157
639	6.38000	207.844	-213.869	107.577	189.912	-270.271	1030.191	221.044	-238.952	1648.763	303.797	-210.265	587.228	186.977	194.212	113.198	165.167	155.055	1034.734	465.993	-200.952	42.643	441.721	210.295	40.838	195.386	84.212	1674.403	316.734	158.711	588.425
640	6.39000	207.761	-213.861	107.605	192.156	-271.482	1031.311	220.635	-239.315	1650.228	301.647	-210.806	587.690	186.763	193.930	112.809	166.651	153.641	1035.928	466.016	-200.895	42.344	441.698	210.526	40.749	194.747	83.775	1675.506	314.014	157.245	588.600
641	6.40000	207.696	-213.876	107.630	194.361	-272.690	1032.587	220.191	-239.595	1651.678	299.525	-211.317	588.188	186.493	193.944	112.533	168.350	152.166	1036.977	466.052	-200.912	42.138	441.668	210.473	40.722	194.096	83.520	1676.512	311.236	155.722	588.637
642	6.41000	207.494	-214.024	107.682	196.480	-273.940	1034.018	219.623	-239.784	1653.032	297.511	-211.780	588.716	186.115	194.179	112.271	170.296	150.816	1037.941	466.052	-201.040	42.207	441.616	210.344	40.812	193.527	83.314	1677.316	308.485	154.142	588.585
643	6.42000	207.263	-214.171	107.735	198.616	-276.100	1035.581	219.164	-239.838	1654.225	295.645	-212.101	589.171	185.617	194.414	111.938	172.416	149.478	1038.698	466.075	-201.110	42.238	441.519	210.215	40.976	193.030	83.233	1678.162	305.806	152.493	588.474
